# EPL 2022-23 — PER-CLUB FULL-CAMPAIGN PIVOT LEDGER (owner decree). Derivation: re-derived
# from audit/ledger/epl-2022-23.txt (all 380 R-rows; each club = its 38 rows stock-name-
# mapped to pack roster string). Columns: #|MD|<date>|<home-or-away>|<opponent(pack string)>|<GF>|<GA>|<venue>
# TEAMPIVOT summary lines gated club-for-club against the ledger TABLE constants
# (W-D-L GF GA PTS) at build time — all 20 PASS (deductions flagged inline). Map:
# Aston Villa=Villa Crystal Palace=Palace Man City=City Man United=United Nott'm Forest=Nottingham
# Sheffield United=SheffUtd West Ham=WestHam; all other roster strings identical to stock names.

TEAMPIVOT|Arsenal|P38 W26 D6 L6 GF88 GA43 PTS84
1|1|2022-08-05|A|Crystal Palace|2|0|away
2|2|2022-08-13|H|Leicester|4|2|home
3|3|2022-08-20|A|Bournemouth|3|0|away
4|4|2022-08-27|H|Fulham|2|1|home
5|5|2022-08-31|H|Aston Villa|2|1|home
6|6|2022-09-04|A|Man United|1|3|away
7|7|2023-03-01|H|Everton|4|0|home
8|8|2022-09-18|A|Brentford|3|0|away
9|9|2022-10-01|H|Tottenham|3|1|home
10|10|2022-10-09|H|Liverpool|3|2|home
11|11|2022-10-16|A|Leeds|1|0|away
12|12|2023-02-15|H|Man City|1|3|home
13|13|2022-10-23|A|Southampton|1|1|away
14|14|2022-10-30|H|Nott'm Forest|5|0|home
15|15|2022-11-06|A|Chelsea|1|0|away
16|16|2022-11-12|A|Wolves|2|0|away
17|17|2022-12-26|H|West Ham|3|1|home
18|18|2022-12-31|A|Brighton|4|2|away
19|19|2023-01-03|H|Newcastle|0|0|home
20|20|2023-01-15|A|Tottenham|2|0|away
21|21|2023-01-22|H|Man United|3|2|home
22|22|2023-02-04|A|Everton|0|1|away
23|23|2023-02-11|H|Brentford|1|1|home
24|24|2023-02-18|A|Aston Villa|4|2|away
25|25|2023-02-25|A|Leicester|1|0|away
26|26|2023-03-04|H|Bournemouth|3|2|home
27|27|2023-03-12|A|Fulham|3|0|away
28|28|2023-03-19|H|Crystal Palace|4|1|home
29|29|2023-04-01|H|Leeds|4|1|home
30|30|2023-04-09|A|Liverpool|2|2|away
31|31|2023-04-16|A|West Ham|2|2|away
32|32|2023-04-21|H|Southampton|3|3|home
33|33|2023-04-26|A|Man City|1|4|away
34|34|2023-05-02|H|Chelsea|3|1|home
35|35|2023-05-07|A|Newcastle|2|0|away
36|36|2023-05-14|H|Brighton|0|3|home
37|37|2023-05-20|A|Nott'm Forest|0|1|away
38|38|2023-05-28|H|Wolves|5|0|home

TEAMPIVOT|Bournemouth|P38 W11 D6 L21 GF37 GA71 PTS39
1|1|2022-08-06|H|Aston Villa|2|0|home
2|2|2022-08-13|A|Man City|0|4|away
3|3|2022-08-20|H|Arsenal|0|3|home
4|4|2022-08-27|A|Liverpool|0|9|away
5|5|2022-08-31|H|Wolves|0|0|home
6|6|2022-09-03|A|Nott'm Forest|3|2|away
7|7|2023-04-04|H|Brighton|0|2|home
8|8|2022-09-17|A|Newcastle|1|1|away
9|9|2022-10-01|H|Brentford|0|0|home
10|10|2022-10-08|H|Leicester|2|1|home
11|11|2022-10-15|A|Fulham|2|2|away
12|12|2022-10-19|H|Southampton|0|1|home
13|13|2022-10-24|A|West Ham|0|2|away
14|14|2022-10-29|H|Tottenham|2|3|home
15|15|2022-11-05|A|Leeds|3|4|away
16|16|2022-11-12|H|Everton|3|0|home
17|17|2022-12-27|A|Chelsea|0|2|away
18|18|2022-12-31|H|Crystal Palace|0|2|home
19|19|2023-01-03|A|Man United|0|3|away
20|20|2023-01-14|A|Brentford|0|2|away
21|21|2023-01-21|H|Nott'm Forest|1|1|home
22|22|2023-02-04|A|Brighton|0|1|away
23|23|2023-02-11|H|Newcastle|1|1|home
24|24|2023-02-18|A|Wolves|1|0|away
25|25|2023-02-25|H|Man City|1|4|home
26|26|2023-03-04|A|Arsenal|2|3|away
27|27|2023-03-11|H|Liverpool|1|0|home
28|28|2023-03-18|A|Aston Villa|0|3|away
29|29|2023-04-01|H|Fulham|2|1|home
30|30|2023-04-08|A|Leicester|1|0|away
31|31|2023-04-15|A|Tottenham|3|2|away
32|32|2023-04-23|H|West Ham|0|4|home
33|33|2023-04-27|A|Southampton|1|0|away
34|34|2023-04-30|H|Leeds|4|1|home
35|35|2023-05-06|H|Chelsea|1|3|home
36|36|2023-05-13|A|Crystal Palace|0|2|away
37|37|2023-05-20|H|Man United|0|1|home
38|38|2023-05-28|A|Everton|0|1|away

TEAMPIVOT|Brentford|P38 W15 D14 L9 GF58 GA46 PTS59
1|1|2022-08-07|A|Leicester|2|2|away
2|2|2022-08-13|H|Man United|4|0|home
3|3|2022-08-20|A|Fulham|2|3|away
4|4|2022-08-27|H|Everton|1|1|home
5|5|2022-08-30|A|Crystal Palace|1|1|away
6|6|2022-09-03|H|Leeds|5|2|home
7|7|2023-03-15|A|Southampton|2|0|away
8|8|2022-09-18|H|Arsenal|0|3|home
9|9|2022-10-01|A|Bournemouth|0|0|away
10|10|2022-10-08|A|Newcastle|1|5|away
11|11|2022-10-14|H|Brighton|2|0|home
12|12|2022-10-19|H|Chelsea|0|0|home
13|13|2022-10-23|A|Aston Villa|0|4|away
14|14|2022-10-29|H|Wolves|1|1|home
15|15|2022-11-05|A|Nott'm Forest|2|2|away
16|16|2022-11-12|A|Man City|2|1|away
17|17|2022-12-26|H|Tottenham|2|2|home
18|18|2022-12-30|A|West Ham|2|0|away
19|19|2023-01-02|H|Liverpool|3|1|home
20|20|2023-01-14|H|Bournemouth|2|0|home
21|21|2023-01-22|A|Leeds|0|0|away
22|22|2023-02-04|H|Southampton|3|0|home
23|23|2023-02-11|A|Arsenal|1|1|away
24|24|2023-02-18|H|Crystal Palace|1|1|home
25|25|2023-04-05|A|Man United|0|1|away
26|26|2023-03-06|H|Fulham|3|2|home
27|27|2023-03-11|A|Everton|0|1|away
28|28|2023-03-18|H|Leicester|1|1|home
29|29|2023-04-01|A|Brighton|3|3|away
30|30|2023-04-08|H|Newcastle|1|2|home
31|31|2023-04-15|A|Wolves|0|2|away
32|32|2023-04-22|H|Aston Villa|1|1|home
33|33|2023-04-26|A|Chelsea|2|0|away
34|34|2023-04-29|H|Nott'm Forest|2|1|home
35|35|2023-05-06|A|Liverpool|0|1|away
36|36|2023-05-14|H|West Ham|2|0|home
37|37|2023-05-20|A|Tottenham|3|1|away
38|38|2023-05-28|H|Man City|1|0|home

TEAMPIVOT|Brighton|P38 W18 D8 L12 GF72 GA53 PTS62
1|1|2022-08-07|A|Man United|2|1|away
2|2|2022-08-13|H|Newcastle|0|0|home
