date,fixture,hPct,dPct,aPct,leader,leaderShare,actual,h2hH,h2hD,h2hA,comH,comD,comA,thirdH,thirdD,thirdA,paths,effective
2025-03-16,Akron Tolyatti v CSKA Moscow,23.0,8.2,68.9,A,68.9,A,0,0,100,29,7,64,20,10,70,35,15
2025-03-16,FC Rostov v FC Krasnodar,59.8,13.1,27.0,H,59.8,A,0,0,100,29,21,50,95,0,5,35,14
2025-03-16,Rubin Kazan v Pari Nizhny Novgor,86.9,6.6,6.6,H,86.9,H,100,0,0,71,14,14,100,0,0,35,14
2025-03-16,Spartak Moscow v Zenit St Petersbur,27.9,10.7,61.5,A,61.5,H,0,100,0,50,0,50,10,5,85,35,14
2025-03-28,Krylya Sovetov Sam v Lokomotiv Moscow,24.6,10.7,64.8,A,64.8,H,0,0,100,21,7,71,30,10,60,35,14
2025-03-29,CSKA Moscow v Dynamo Makhachkala,56.6,9.0,34.4,H,56.6,H,100,0,0,64,14,21,45,5,50,35,14
2025-03-29,Dynamo Moscow v FC Orenburg,59.0,13.1,27.9,H,59.0,H,0,100,0,86,7,7,40,5,55,35,14
2025-03-29,FC Khimki v Pari Nizhny Novgor,68.0,9.0,23.0,H,68.0,H,0,0,100,57,14,29,85,5,10,35,14
2025-03-30,Akhmat Grozny v Spartak Moscow,45.9,10.7,43.4,H,45.9,D,0,100,0,14,7,79,85,0,15,35,14
2025-03-30,FC Krasnodar v Fakel Voronezh,56.6,15.6,27.9,H,56.6,H,0,100,0,86,7,7,40,0,60,35,14
2025-03-30,Zenit St Petersbur v Rubin Kazan,70.1,7.5,22.4,H,70.1,H,100,0,0,71,7,21,65,5,30,37,17
2025-03-31,Akron Tolyatti v FC Rostov,14.8,14.8,70.5,A,70.5,A,100,0,0,21,21,57,0,10,90,35,14
2025-04-04,Pari Nizhny Novgor v FC Orenburg,25.4,12.3,62.3,A,62.3,A,100,0,0,29,14,57,15,5,80,35,14
2025-04-05,Fakel Voronezh v Akhmat Grozny,34.4,9.0,56.6,A,56.6,D,100,0,0,29,7,64,45,0,55,35,14
2025-04-05,FC Krasnodar v Akron Tolyatti,45.1,8.2,46.7,A,46.7,H,100,0,0,71,7,21,20,0,80,35,14
2025-04-05,Krylya Sovetov Sam v Rubin Kazan,27.0,13.9,59.0,A,59.0,D,100,0,0,43,14,43,5,10,85,35,14
2025-04-05,Lokomotiv Moscow v Zenit St Petersbur,26.2,21.3,52.5,A,52.5,D,0,100,0,36,14,50,30,10,60,35,14
2025-04-06,CSKA Moscow v Dynamo Moscow,42.2,4.7,53.1,A,53.1,H,100,0,0,43,0,57,30,5,65,36,15
2025-04-06,Dynamo Makhachkala v FC Khimki,42.6,24.6,32.8,H,42.6,H,0,100,0,50,21,29,40,20,40,35,15
2025-04-06,FC Rostov v Spartak Moscow,47.7,12.5,39.8,H,47.7,A,50,0,50,7,29,64,85,0,15,36,15
2025-04-11,Spartak Moscow v Dynamo Makhachkala,39.6,9.7,50.7,A,50.7,A,33,33,33,79,7,14,10,0,90,37,16
2025-04-12,Akhmat Grozny v FC Rostov,40.2,12.3,47.5,A,47.5,H,100,0,0,29,0,71,50,0,50,35,15
2025-04-12,FC Orenburg v CSKA Moscow,40.2,4.9,54.9,A,54.9,A,0,0,100,7,0,93,80,5,15,35,14
2025-04-12,Pari Nizhny Novgor v Dynamo Moscow,7.4,5.7,86.9,A,86.9,D,0,0,100,0,7,93,15,5,80,35,15
2025-04-12,Rubin Kazan v Lokomotiv Moscow,41.0,9.8,49.2,A,49.2,H,0,0,100,36,0,64,55,10,35,35,14
2025-04-13,Akron Tolyatti v Fakel Voronezh,60.4,6.0,33.6,H,60.4,H,100,0,0,43,14,43,65,0,35,37,13
2025-04-13,FC Khimki v Krylya Sovetov Sam,27.9,16.4,55.7,A,55.7,A,0,100,0,29,14,57,30,10,60,35,14
2025-04-13,Zenit St Petersbur v FC Krasnodar,60.7,8.2,31.1,H,60.7,H,0,0,100,57,7,36,75,5,20,35,14
2025-04-15,Lokomotiv Moscow v Akhmat Grozny,56.7,9.7,33.6,H,56.7,H,67,33,0,71,7,21,45,0,55,37,16
2025-04-15,Spartak Moscow v Ural Yekaterinburg,42.9,17.1,40.0,H,42.9,H,100,0,0,0,0,100,45,15,40,22,2
2025-04-16,Dynamo Moscow v CSKA Moscow,39.6,4.5,56.0,A,56.0,D,0,0,100,57,0,43,45,0,55,37,16
2025-04-16,Zenit St Petersbur v FC Rostov,65.6,10.9,23.4,H,65.6,H,100,0,0,64,7,29,60,10,30,36,15
2025-04-19,Akron Tolyatti v Spartak Moscow,22.7,15.6,61.7,A,61.7,A,0,0,100,21,7,71,35,20,45,36,15
2025-04-19,FC Krasnodar v Akhmat Grozny,41.4,9.3,49.3,A,49.3,H,25,25,50,93,7,0,0,0,100,38,18
2025-04-19,Lokomotiv Moscow v Pari Nizhny Novgor,91.8,4.9,3.3,H,91.8,H,100,0,0,93,0,7,95,5,0,35,14
2025-04-19,FC Orenburg v Dynamo Makhachkala,38.5,20.5,41.0,A,41.0,H,0,0,100,14,21,64,65,15,20,35,14
2025-04-20,CSKA Moscow v Krylya Sovetov Sam,63.1,20.5,16.4,H,63.1,D,100,0,0,79,7,14,45,25,30,35,14
2025-04-20,Dynamo Moscow v Rubin Kazan,53.3,12.3,34.4,H,53.3,H,100,0,0,57,14,29,50,0,50,35,14
2025-04-20,Fakel Voronezh v FC Rostov,13.9,11.5,74.6,A,74.6,A,0,0,100,14,14,71,20,5,75,35,14
2025-04-20,Zenit St Petersbur v FC Khimki,87.7,9.8,2.5,H,87.7,H,0,100,0,100,0,0,85,0,15,35,14
2025-04-25,Dynamo Makhachkala v FC Krasnodar,43.4,8.2,48.4,A,48.4,A,0,100,0,21,0,79,75,0,25,35,13
2025-04-26,Dynamo Moscow v Zenit St Petersbur,18.9,9.0,72.1,A,72.1,D,0,0,100,43,7,50,5,5,90,35,14
2025-04-26,Pari Nizhny Novgor v Akhmat Grozny,15.7,3.0,81.3,A,81.3,H,33,0,67,21,7,71,5,0,95,37,16
2025-04-26,FC Rostov v Lokomotiv Moscow,47.7,9.4,43.0,H,47.7,D,0,0,100,29,14,57,75,0,25,36,15
2025-04-26,Spartak Moscow v CSKA Moscow,37.7,9.0,53.3,A,53.3,A,100,0,0,50,14,36,25,0,75,35,15
2025-04-27,FC Khimki v Akron Tolyatti,20.5,21.3,58.2,A,58.2,D,0,0,100,29,36,36,25,0,75,35,14
2025-04-27,Krylya Sovetov Sam v FC Orenburg,43.4,7.4,49.2,A,49.2,H,0,100,0,57,0,43,35,0,65,35,14
2025-04-27,Rubin Kazan v Fakel Voronezh,62.7,11.9,25.4,H,62.7,H,33,33,33,64,7,29,70,10,20,37,17
2025-04-29,Spartak Moscow v Dynamo Moscow,29.9,24.6,45.5,A,45.5,H,67,33,0,50,21,29,5,15,80,37,16
2025-04-30,Lokomotiv Moscow v FC Rostov,36.6,13.4,50.0,A,50.0,A,67,33,0,57,14,29,15,0,85,37,16
2025-04-30,Spartak Moscow v FC Rostov,35.8,11.9,52.2,A,52.2,A,67,0,33,64,21,14,0,0,100,37,16
2025-04-30,Zenit St Petersbur v CSKA Moscow,57.0,15.6,27.3,H,57.0,H,50,50,0,57,7,36,65,5,30,36,15
2025-05-02,Akron Tolyatti v Dynamo Makhachkala,17.2,23.8,59.0,A,59.0,H,0,100,0,21,36,43,15,5,80,35,14
2025-05-03,FC Krasnodar v Rubin Kazan,49.2,18.9,32.0,H,49.2,H,0,100,0,64,7,29,40,0,60,35,14
2025-05-03,Lokomotiv Moscow v FC Orenburg,69.4,6.7,23.9,H,69.4,D,100,0,0,86,0,14,45,5,50,37,16
2025-05-04,Akhmat Grozny v CSKA Moscow,32.8,12.7,54.5,A,54.5,D,0,0,100,21,7,71,75,0,25,37,16
2025-05-04,Fakel Voronezh v Spartak Moscow,32.8,11.5,55.7,A,55.7,D,0,0,100,14,7,79,65,5,30,35,15
2025-05-04,FC Khimki v FC Rostov,9.4,2.3,88.3,A,88.3,D,0,0,100,21,0,79,0,0,100,36,15
2025-05-04,Zenit St Petersbur v Pari Nizhny Novgor,92.6,2.5,4.9,H,92.6,H,100,0,0,100,0,0,85,5,10,35,14
2025-05-05,Krylya Sovetov Sam v Dynamo Moscow,28.4,2.2,69.4,A,69.4,A,0,0,100,36,0,64,30,5,65,37,16
2025-05-10,CSKA Moscow v FC Krasnodar,41.8,12.7,45.5,A,45.5,H,33,0,67,36,14,50,60,5,35,37,16
2025-05-10,Dynamo Makhachkala v Zenit St Petersbur,19.7,5.7,74.6,A,74.6,A,0,0,100,21,7,71,20,5,75,35,14
2025-05-10,FC Orenburg v FC Khimki,56.0,18.7,25.4,H,56.0,D,33,33,33,29,21,50,100,0,0,37,16
2025-05-11,Akron Tolyatti v Akhmat Grozny,26.2,15.6,58.2,A,58.2,H,0,100,0,36,7,57,25,5,70,35,14
2025-05-11,Dynamo Moscow v Spartak Moscow,26.4,23.6,50.0,A,50.0,H,0,25,75,29,21,50,40,15,45,38,17
2025-05-11,Fakel Voronezh v Lokomotiv Moscow,12.3,4.9,82.8,A,82.8,A,0,0,100,0,0,100,30,0,70,35,15
2025-05-11,Rubin Kazan v FC Rostov,21.3,22.1,56.6,A,56.6,H,0,100,0,36,7,57,10,10,80,35,14
2025-05-12,Pari Nizhny Novgor v Krylya Sovetov Sam,30.3,8.2,61.5,A,61.5,H,0,0,100,29,7,64,35,10,55,35,14
2025-05-15,Spartak Moscow v FC Rostov,37.1,5.7,57.1,A,57.1,A,50,0,50,71,7,21,0,0,100,38,17
2025-05-17,FC Khimki v Rubin Kazan,18.9,13.9,67.2,A,67.2,H,100,0,0,14,14,71,25,0,75,35,15
2025-05-17,FC Orenburg v FC Krasnodar,41.8,8.2,50.0,A,50.0,A,0,0,100,0,7,93,85,5,10,35,14
2025-05-17,Pari Nizhny Novgor v Fakel Voronezh,23.8,35.2,41.0,A,41.0,D,0,100,0,36,29,36,20,20,60,35,14
2025-05-18,Akhmat Grozny v Dynamo Makhachkala,44.3,18.0,37.7,H,44.3,D,0,0,100,43,21,36,55,0,45,35,14
2025-05-18,Dynamo Moscow v Akron Tolyatti,83.6,4.9,11.5,H,83.6,H,100,0,0,86,0,14,85,5,10,35,15
2025-05-18,Krylya Sovetov Sam v Spartak Moscow,37.3,2.2,60.4,A,60.4,A,0,0,100,36,0,64,50,5,45,37,17
2025-05-18,FC Rostov v Zenit St Petersbur,24.6,20.9,54.5,A,54.5,A,0,0,100,29,14,57,40,5,55,37,16
2025-05-19,Akron Tolyatti v Lokomotiv Moscow,23.0,4.9,72.1,A,72.1,A,0,0,100,29,0,71,30,0,70,35,14
2025-05-19,CSKA Moscow v Pari Nizhny Novgor,82.8,10.2,7.0,H,82.8,H,100,0,0,93,7,0,80,5,15,36,15
2025-05-19,Dynamo Makhachkala v FC Rostov,27.9,17.2,54.9,A,54.9,D,0,100,0,36,14,50,35,0,65,35,14
2025-05-19,Fakel Voronezh v Krylya Sovetov Sam,53.3,6.6,40.2,H,53.3,D,0,0,100,36,14,50,75,0,25,35,14
2025-05-19,FC Krasnodar v Dynamo Moscow,37.7,17.2,45.1,A,45.1,H,100,0,0,50,21,29,20,0,80,35,14
2025-05-19,Lokomotiv Moscow v CSKA Moscow,39.3,19.7,41.0,A,41.0,D,100,0,0,29,14,57,55,10,35,35,14
2025-05-19,Rubin Kazan v FC Orenburg,61.5,13.9,24.6,H,61.5,H,100,0,0,64,14,21,55,10,35,35,14
2025-05-19,Spartak Moscow v FC Khimki,68.0,13.9,18.0,H,68.0,H,100,0,0,86,7,7,65,5,30,35,14
2025-05-19,Zenit St Petersbur v Akhmat Grozny,73.4,7.0,19.5,H,73.4,H,100,0,0,93,0,7,55,0,45,36,15
2025-07-12,FC Krasnodar v CSKA Moscow,37.1,7.1,55.7,A,55.7,A,50,0,50,50,7,43,20,0,80,38,17
2025-07-17,Víkingur Reykjavík v Malisheva,100.0,0.0,0.0,H,100.0,H,100,0,0,0,0,0,0,0,0,1,1
2025-07-19,Akron Tolyatti v Krylya Sovetov Sam,35.2,18.0,46.9,A,46.9,D,100,0,0,43,14,43,15,20,65,36,16
2025-07-19,Spartak Moscow v Dynamo Makhachkala,38.6,9.3,52.1,A,52.1,H,25,25,50,86,7,7,5,0,95,38,17
2025-07-20,Akhmat Grozny v Rubin Kazan,60.9,7.8,31.3,H,60.9,A,50,0,50,43,7,50,90,0,10,36,15
2025-07-20,Pari Nizhny Novgor v FC Krasnodar,12.9,8.6,78.6,A,78.6,A,25,0,75,0,14,86,20,0,80,38,17
2025-07-20,Zenit St Petersbur v FC Rostov,52.1,17.9,30.0,H,52.1,H,100,0,0,57,14,29,45,5,50,38,17
2025-07-21,FC Orenburg v CSKA Moscow,31.3,7.8,60.9,A,60.9,D,0,0,100,7,7,86,65,0,35,36,15
2025-07-25,Krylya Sovetov Sam v Pari Nizhny Novgor,68.0,10.9,21.1,H,68.0,H,50,0,50,64,7,29,75,5,20,36,15
2025-07-26,Dynamo Moscow v FC Rostov,30.5,17.2,52.3,A,52.3,H,0,100,0,64,7,29,10,5,85,36,15
2025-07-26,FC Krasnodar v Lokomotiv Moscow,32.0,12.5,55.5,A,55.5,A,50,50,0,57,7,36,5,0,95,36,15
2025-07-26,PFC Sochi v Akron Tolyatti,14.1,4.7,81.3,A,81.3,A,0,0,0,0,0,100,15,5,80,21,1
2025-07-26,Spartak Moscow v Baltika Kaliningra,34.4,4.7,60.9,A,60.9,A,0,0,0,100,0,0,30,5,65,21,1
2025-07-27,CSKA Moscow v Akhmat Grozny,50.7,17.9,31.4,H,50.7,H,75,25,0,86,0,14,20,15,65,38,17
2025-07-27,FC Orenburg v Dynamo Makhachkala,35.9,26.6,37.5,A,37.5,D,50,0,50,7,50,43,60,10,30,36,15
2025-07-27,Rubin Kazan v Zenit St Petersbur,15.0,7.1,77.9,A,77.9,D,0,0,100,21,7,71,20,5,75,38,17
2025-07-29,Drita v Copenhagen,0.0,0.0,100.0,A,100.0,A,0,0,100,0,0,0,0,0,0,1,1
2025-07-29,Akron Tolyatti v Baltika Kaliningra,0.0,0.0,100.0,A,100.0,H,0,0,0,0,0,100,0,0,100,22,2
2025-07-29,Dynamo Moscow v PFC Sochi,100.0,0.0,0.0,H,100.0,H,0,0,0,100,0,0,100,0,0,22,2
2025-07-29,FC Krasnodar v Krylya Sovetov Sam,57.0,19.5,23.4,H,57.0,A,50,50,0,79,0,21,55,0,45,36,15
2025-07-30,Akhmat Grozny v Zenit St Petersbur,16.4,9.0,74.6,A,74.6,A,0,0,100,7,0,93,40,5,55,37,16
2025-07-30,CSKA Moscow v Lokomotiv Moscow,29.7,13.3,57.0,A,57.0,H,0,50,50,57,7,36,10,5,85,36,15
2025-07-30,Dynamo Makhachkala v Pari Nizhny Novgor,68.0,16.4,15.6,H,68.0,H,0,50,50,64,21,14,85,0,15,36,15
2025-07-30,FC Rostov v Spartak Moscow,44.5,5.5,50.0,A,50.0,A,60,0,40,14,14,71,65,0,35,39,18
2025-07-31,Hibernian v Midtjylland,0.0,100.0,0.0,H,0.0,A,0,100,0,0,0,0,0,0,0,1,1
2025-07-31,Rubin Kazan v FC Orenburg,60.9,15.6,23.4,H,60.9,H,100,0,0,64,14,21,55,10,35,36,15
2025-08-02,FC Krasnodar v Dynamo Moscow,38.3,14.1,47.7,A,47.7,H,100,0,0,57,14,29,15,0,85,36,15
2025-08-02,Pari Nizhny Novgor v Lokomotiv Moscow,3.1,2.3,94.5,A,94.5,A,0,0,100,7,0,93,0,0,100,36,15
2025-08-02,FC Rostov v Krylya Sovetov Sam,81.3,3.1,15.6,H,81.3,A,100,0,0,64,0,36,100,0,0,36,13
2025-08-03,Akron Tolyatti v Spartak Moscow,11.6,11.6,76.8,A,76.8,D,0,0,100,27,7,67,5,10,85,38,17
2025-08-03,Baltika Kaliningra v FC Orenburg,48.6,12.5,38.9,H,48.6,H,0,0,0,67,0,33,45,5,50,23,3
2025-08-03,Dynamo Makhachkala v Akhmat Grozny,43.8,21.9,34.4,H,43.8,H,50,50,0,36,14,50,55,5,40,36,15
2025-08-03,Zenit St Petersbur v CSKA Moscow,47.8,30.6,21.6,H,47.8,D,67,33,0,50,14,36,70,5,25,37,16
2025-08-04,Rubin Kazan v PFC Sochi,94.4,0.0,5.6,H,94.4,H,0,0,0,67,0,33,100,0,0,23,3
2025-08-08,Dynamo Makhachkala v Akron Tolyatti,62.5,15.6,21.9,H,62.5,D,0,50,50,64,7,29,80,5,15,36,15
2025-08-09,Akhmat Grozny v Zenit St Petersbur,15.7,8.6,75.7,A,75.7,H,0,0,100,7,0,93,40,5,55,38,17
2025-08-09,CSKA Moscow v Rubin Kazan,44.0,25.4,30.6,H,44.0,H,33,67,0,64,21,14,35,5,60,37,16
2025-08-09,Krylya Sovetov Sam v Baltika Kaliningra,3.9,13.2,82.9,A,82.9,D,0,0,0,0,25,75,15,0,85,24,4
2025-08-09,Lokomotiv Moscow v Spartak Moscow,47.7,3.1,49.2,A,49.2,H,50,0,50,29,7,64,65,0,35,36,15
2025-08-10,FC Orenburg v FC Krasnodar,37.5,10.2,52.3,A,52.3,A,0,0,100,0,7,93,95,0,5,36,15
2025-08-10,FC Rostov v Pari Nizhny Novgor,79.7,14.1,6.3,H,79.7,H,50,50,0,64,14,21,100,0,0,36,15
2025-08-10,PFC Sochi v Dynamo Moscow,0.0,0.0,100.0,A,100.0,D,0,0,100,0,0,100,0,0,100,24,4
2025-08-12,Zenit St Petersbur v Rubin Kazan,74.0,11.6,14.4,H,74.0,H,80,20,0,64,14,21,80,0,20,39,18
2025-08-13,Dynamo Moscow v FC Krasnodar,36.6,16.4,47.0,A,47.0,A,0,0,100,29,21,50,65,0,35,37,16
2025-08-13,Lokomotiv Moscow v Baltika Kaliningra,50.0,8.8,41.3,H,50.0,H,0,0,0,20,20,60,60,0,40,25,4
2025-08-13,FC Orenburg v Akhmat Grozny,35.2,22.7,42.2,A,42.2,H,0,50,50,29,21,50,60,0,40,36,13
2025-08-14,Hibernian v Partizan,100.0,0.0,0.0,H,100.0,A,100,0,0,0,0,0,0,0,0,1,1
2025-08-14,Pari Nizhny Novgor v FC Rostov,12.7,13.4,73.9,A,73.9,H,0,33,67,21,14,64,15,0,85,37,16
2025-08-16,Akhmat Grozny v Krylya Sovetov Sam,60.9,13.3,25.8,H,60.9,H,0,50,50,50,0,50,90,0,10,36,15
2025-08-16,Baltika Kaliningra v Lokomotiv Moscow,31.4,11.6,57.0,A,57.0,D,0,0,100,60,20,20,35,0,65,26,5
2025-08-16,Spartak Moscow v Zenit St Petersbur,16.4,10.9,72.7,A,72.7,D,50,50,0,29,0,71,5,0,95,36,15
2025-08-17,Akron Tolyatti v FC Orenburg,31.1,12.1,56.8,A,56.8,A,50,50,0,53,7,40,5,0,95,37,16
2025-08-17,Dynamo Moscow v CSKA Moscow,39.3,17.1,43.6,A,43.6,A,0,25,75,57,7,36,55,0,45,38,17
2025-08-17,FC Krasnodar v PFC Sochi,100.0,0.0,0.0,H,100.0,H,0,0,0,100,0,0,100,0,0,24,4
2025-08-17,Rubin Kazan v FC Rostov,35.9,17.2,46.9,A,46.9,H,50,50,0,50,7,43,30,0,70,36,15
2025-08-18,Pari Nizhny Novgor v Dynamo Makhachkala,14.9,13.4,71.6,A,71.6,H,33,33,33,14,21,64,10,0,90,37,16
2025-08-22,FC Orenburg v Akhmat Grozny,43.3,18.7,38.1,H,43.3,D,33,33,33,36,14,50,60,5,35,37,13
2025-08-23,Dynamo Moscow v Pari Nizhny Novgor,85.2,4.7,10.2,H,85.2,H,50,50,0,93,0,7,85,0,15,36,15
2025-08-23,Lokomotiv Moscow v FC Rostov,55.0,10.0,35.0,H,55.0,D,50,25,25,57,0,43,55,0,45,38,18
2025-08-23,Rubin Kazan v Spartak Moscow,47.0,5.3,47.7,A,47.7,A,50,0,50,33,0,67,60,5,35,37,16
2025-08-23,Zenit St Petersbur v Dynamo Makhachkala,71.9,9.4,18.8,H,71.9,H,100,0,0,79,0,21,70,5,25,36,15
2025-08-24,CSKA Moscow v Akron Tolyatti,64.1,5.5,30.5,H,64.1,H,100,0,0,71,7,21,50,0,50,36,15
2025-08-24,Krylya Sovetov Sam v FC Krasnodar,32.8,19.4,47.8,A,47.8,A,33,33,33,14,0,86,60,10,30,37,16
2025-08-24,PFC Sochi v Baltika Kaliningra,0.0,0.0,100.0,A,100.0,A,0,0,0,0,0,100,0,0,100,23,3
2025-08-26,Akhmat Grozny v Rubin Kazan,66.4,4.5,29.1,H,66.4,H,33,0,67,57,0,43,95,0,5,37,16
2025-08-26,FC Orenburg v Zenit St Petersbur,21.9,5.5,72.7,A,72.7,A,0,0,100,7,0,93,40,5,55,36,15
2025-08-26,Spartak Moscow v Pari Nizhny Novgor,76.6,13.3,10.2,H,76.6,H,100,0,0,86,7,7,70,15,15,36,16
2025-08-27,Baltika Kaliningra v CSKA Moscow,47.6,10.7,41.7,H,47.6,A,0,0,0,17,0,83,70,0,30,26,6
2025-08-27,FC Rostov v Dynamo Makhachkala,59.4,23.4,17.2,H,59.4,A,0,100,0,50,7,43,80,5,15,36,15
2025-08-27,PFC Sochi v FC Krasnodar,0.0,0.0,100.0,A,100.0,A,0,0,100,0,0,100,0,0,100,25,5
2025-08-28,Legia Warsaw v Hibernian,100.0,0.0,0.0,H,100.0,D,100,0,0,0,0,0,0,0,0,1,1
2025-08-28,Lokomotiv Moscow v Akron Tolyatti,75.7,5.1,19.1,H,75.7,H,100,0,0,63,6,31,85,5,10,38,16
2025-08-30,FC Orenburg v Rubin Kazan,43.3,15.7,41.0,H,43.3,D,0,0,100,29,7,64,75,5,20,37,16
2025-08-30,FC Rostov v Akhmat Grozny,52.3,16.4,31.3,H,52.3,D,0,0,100,50,21,29,70,0,30,36,15
2025-08-30,Spartak Moscow v PFC Sochi,95.2,0.0,4.8,H,95.2,H,0,0,0,83,0,17,100,0,0,26,6
2025-08-30,Zenit St Petersbur v Pari Nizhny Novgor,93.0,2.3,4.7,H,93.0,H,100,0,0,100,0,0,90,0,10,36,15
2025-08-31,Akron Tolyatti v Baltika Kaliningra,18.1,0.0,81.9,A,81.9,A,100,0,0,29,0,71,5,0,95,28,7
2025-08-31,CSKA Moscow v FC Krasnodar,40.4,11.6,47.9,A,47.9,D,60,0,40,36,7,57,40,5,55,39,18
2025-08-31,Dynamo Makhachkala v Dynamo Moscow,31.3,6.7,61.9,A,61.9,H,0,0,100,21,0,79,55,5,40,37,16
2025-08-31,Lokomotiv Moscow v Krylya Sovetov Sam,78.8,9.1,12.1,H,78.8,D,50,0,50,73,20,7,90,0,10,37,16
2025-09-12,Rubin Kazan v Dynamo Makhachkala,43.8,21.1,35.2,H,43.8,H,100,0,0,36,14,50,50,5,45,36,16
2025-09-13,Akhmat Grozny v Lokomotiv Moscow,27.9,15.7,56.4,A,56.4,D,0,25,75,21,0,79,60,0,40,38,17
2025-09-13,Dynamo Moscow v Spartak Moscow,37.0,13.0,50.0,A,50.0,D,20,20,60,38,6,56,50,0,50,41,20
2025-09-13,FC Krasnodar v Akron Tolyatti,65.2,12.9,22.0,H,65.2,H,100,0,0,87,0,13,60,0,40,37,16
2025-09-13,Pari Nizhny Novgor v FC Orenburg,25.0,14.8,60.2,A,60.2,H,50,0,50,43,7,50,10,0,90,36,15
2025-09-14,Baltika Kaliningra v Zenit St Petersbur,21.6,6.8,71.6,A,71.6,D,0,0,0,14,0,86,25,0,75,27,7
2025-09-14,Krylya Sovetov Sam v PFC Sochi,90.9,0.0,9.1,H,90.9,H,0,0,0,71,0,29,100,0,0,27,7
2025-09-14,FC Rostov v CSKA Moscow,38.3,25.8,35.9,H,38.3,H,50,50,0,7,7,86,75,5,20,36,14
2025-09-16,Akron Tolyatti v Lokomotiv Moscow,14.1,0.0,85.9,A,85.9,A,0,0,100,31,0,69,0,0,100,39,16
2025-09-16,Pari Nizhny Novgor v Dynamo Makhachkala,16.4,15.0,68.6,A,68.6,A,50,25,25,14,14,71,5,0,95,38,17
2025-09-17,Krylya Sovetov Sam v FC Krasnodar,24.3,26.4,49.3,A,49.3,A,25,25,50,13,0,87,65,5,30,39,18
2025-09-17,PFC Sochi v Dynamo Moscow,0.0,6.0,94.0,A,94.0,A,0,50,50,0,0,100,0,0,100,29,8
2025-09-17,Zenit St Petersbur v Akhmat Grozny,74.7,4.1,21.2,H,74.7,H,80,0,20,93,0,7,60,0,40,39,18
2025-09-18,Spartak Moscow v FC Rostov,40.1,6.6,53.3,A,53.3,A,50,0,50,71,0,29,10,5,85,40,19
2025-09-20,Akron Tolyatti v Rubin Kazan,18.1,9.7,72.2,A,72.2,D,0,0,100,40,0,60,15,0,85,39,18
2025-09-20,Dynamo Makhachkala v Lokomotiv Moscow,29.1,11.9,59.0,A,59.0,D,0,33,67,29,0,71,45,5,50,37,16
2025-09-20,Pari Nizhny Novgor v Akhmat Grozny,24.3,2.1,73.6,A,73.6,A,50,0,50,29,0,71,10,0,90,38,17
2025-09-21,Baltika Kaliningra v FC Rostov,37.0,14.1,48.9,A,48.9,D,0,0,0,50,0,50,30,0,70,28,7
2025-09-21,FC Krasnodar v Zenit St Petersbur,25.8,5.5,68.8,A,68.8,A,50,0,50,43,0,57,5,0,95,36,15
2025-09-21,FC Orenburg v Dynamo Moscow,23.5,21.2,55.3,A,55.3,A,0,50,50,13,0,87,60,10,30,37,16
2025-09-21,Spartak Moscow v Krylya Sovetov Sam,58.1,0.0,41.9,H,58.1,H,100,0,0,69,0,31,30,0,70,40,19
2025-09-22,PFC Sochi v CSKA Moscow,0.0,3.3,96.7,A,96.7,A,0,0,0,0,0,100,5,0,95,28,8
2025-09-26,Krylya Sovetov Sam v Dynamo Moscow,20.9,7.4,71.6,A,71.6,A,0,0,100,25,13,63,25,5,70,40,19
2025-09-27,Akhmat Grozny v Akron Tolyatti,62.5,13.3,24.2,H,62.5,H,0,50,50,64,7,29,85,0,15,36,15
2025-09-27,Lokomotiv Moscow v Rubin Kazan,70.5,18.9,10.6,H,70.5,H,50,0,50,67,7,27,90,0,10,37,16
2025-09-27,FC Rostov v FC Krasnodar,47.7,5.5,46.9,H,47.7,D,0,0,100,7,7,86,100,0,0,36,15
2025-09-27,Zenit St Petersbur v FC Orenburg,76.8,7.2,15.9,H,76.8,H,100,0,0,93,0,7,70,0,30,38,17
2025-09-28,CSKA Moscow v Baltika Kaliningra,31.4,3.9,64.7,A,64.7,H,100,0,0,56,11,33,10,0,90,30,9
2025-09-28,Dynamo Makhachkala v PFC Sochi,95.7,0.0,4.3,H,95.7,D,0,0,0,88,0,13,100,0,0,28,8
2025-09-28,Spartak Moscow v Pari Nizhny Novgor,80.6,9.7,9.7,H,80.6,H,100,0,0,86,0,14,75,10,15,37,17
2025-09-30,Akhmat Grozny v FC Orenburg,60.0,16.4,23.6,H,60.0,A,25,50,25,64,7,29,75,0,25,38,13
2025-09-30,Rubin Kazan v Zenit St Petersbur,5.9,9.9,84.2,A,84.2,A,0,17,83,0,0,100,15,5,80,40,20
2025-10-01,Baltika Kaliningra v Akron Tolyatti,69.4,8.3,22.2,H,69.4,H,50,0,50,67,0,33,75,10,15,31,10
2025-10-01,Pari Nizhny Novgor v Spartak Moscow,7.1,7.1,85.7,A,85.7,A,0,0,100,14,0,86,10,5,85,38,17
2025-10-04,Akron Tolyatti v Zenit St Petersbur,7.2,2.9,89.9,A,89.9,D,33,0,67,7,0,93,0,0,100,38,17
2025-10-04,Dynamo Moscow v Lokomotiv Moscow,30.9,7.4,61.8,A,61.8,A,50,0,50,38,6,56,25,5,70,38,17
2025-10-04,FC Krasnodar v Akhmat Grozny,45.2,13.7,41.1,H,45.2,H,40,20,40,86,14,0,10,5,85,39,19
