date,fixture,hPct,dPct,aPct,leader,leaderShare,actual,h2hH,h2hD,h2hA,comH,comD,comA,thirdH,thirdD,thirdA,paths,effective
2025-03-28,Krylya Sovetov Sam v Lokomotiv Moscow,24.3,10.1,65.5,A,65.5,H,0,0,100,21,7,71,30,10,60,35,15
2025-03-29,CSKA Moscow v Dynamo Makhachkala,57.4,10.1,32.4,H,57.4,H,100,0,0,64,14,21,45,5,50,35,14
2025-03-29,Dynamo Moscow v FC Orenburg,64.9,10.8,24.3,H,64.9,H,0,100,0,86,7,7,40,5,55,35,14
2025-03-29,FC Khimki v Pari Nizhny Novgor,66.9,10.1,23.0,H,66.9,H,0,0,100,57,14,29,85,5,10,35,14
2025-03-30,Akhmat Grozny v Spartak Moscow,40.5,8.8,50.7,A,50.7,D,0,100,0,14,7,79,85,0,15,35,14
2025-03-30,FC Krasnodar v Fakel Voronezh,62.8,12.8,24.3,H,62.8,H,0,100,0,86,7,7,40,0,60,35,14
2025-03-30,Zenit St Petersbur v Rubin Kazan,69.2,7.7,23.1,H,69.2,H,100,0,0,71,7,21,65,5,30,37,17
2025-03-31,Akron Tolyatti v FC Rostov,14.9,16.2,68.9,A,68.9,A,100,0,0,21,21,57,0,10,90,35,14
2025-04-04,Pari Nizhny Novgor v FC Orenburg,25.0,14.2,60.8,A,60.8,A,100,0,0,29,14,57,15,5,80,35,14
2025-04-05,Fakel Voronezh v Akhmat Grozny,31.1,10.1,58.8,A,58.8,D,100,0,0,29,7,64,45,0,55,35,14
2025-04-05,FC Krasnodar v Akron Tolyatti,49.3,8.1,42.6,H,49.3,H,100,0,0,71,7,21,20,0,80,35,14
2025-04-05,Krylya Sovetov Sam v Rubin Kazan,29.1,14.2,56.8,A,56.8,D,100,0,0,43,14,43,5,10,85,35,14
2025-04-05,Lokomotiv Moscow v Zenit St Petersbur,28.4,18.9,52.7,A,52.7,D,0,100,0,36,14,50,30,10,60,35,14
2025-04-06,CSKA Moscow v Dynamo Moscow,40.8,3.9,55.3,A,55.3,H,100,0,0,43,0,57,30,5,65,36,15
2025-04-06,Dynamo Makhachkala v FC Khimki,44.6,23.0,32.4,H,44.6,H,0,100,0,50,21,29,40,20,40,35,15
2025-04-06,FC Rostov v Spartak Moscow,40.1,15.8,44.1,A,44.1,A,50,0,50,7,29,64,85,0,15,36,15
2025-04-11,Spartak Moscow v Dynamo Makhachkala,46.8,8.3,44.9,H,46.8,A,33,33,33,79,7,14,10,0,90,37,16
2025-04-12,Akhmat Grozny v FC Rostov,37.2,10.1,52.7,A,52.7,H,100,0,0,29,0,71,50,0,50,35,15
2025-04-12,FC Orenburg v CSKA Moscow,34.5,4.1,61.5,A,61.5,A,0,0,100,7,0,93,80,5,15,35,15
2025-04-12,Pari Nizhny Novgor v Dynamo Moscow,6.1,6.1,87.8,A,87.8,D,0,0,100,0,7,93,15,5,80,35,15
2025-04-12,Rubin Kazan v Lokomotiv Moscow,40.5,8.1,51.4,A,51.4,H,0,0,100,36,0,64,55,10,35,35,14
2025-04-13,Akron Tolyatti v Fakel Voronezh,55.8,7.7,36.5,H,55.8,H,100,0,0,43,14,43,65,0,35,37,13
2025-04-13,FC Khimki v Krylya Sovetov Sam,28.4,14.9,56.8,A,56.8,A,0,100,0,29,14,57,30,10,60,35,14
2025-04-13,Zenit St Petersbur v FC Krasnodar,60.8,8.1,31.1,H,60.8,H,0,0,100,57,7,36,75,5,20,35,14
2025-04-15,Lokomotiv Moscow v Akhmat Grozny,59.0,8.3,32.7,H,59.0,H,67,33,0,71,7,21,45,0,55,37,16
2025-04-15,Spartak Moscow v Ural Yekaterinburg,40.0,17.1,42.9,A,42.9,H,100,0,0,0,0,100,45,15,40,22,2
2025-04-16,Dynamo Moscow v CSKA Moscow,44.2,3.8,51.9,A,51.9,D,0,0,100,57,0,43,45,0,55,37,16
2025-04-16,Zenit St Petersbur v FC Rostov,64.5,11.8,23.7,H,64.5,H,100,0,0,64,7,29,60,10,30,36,15
2025-04-19,Akron Tolyatti v Spartak Moscow,21.7,15.8,62.5,A,62.5,A,0,0,100,21,7,71,35,20,45,36,16
2025-04-19,FC Krasnodar v Akhmat Grozny,51.3,8.1,40.6,H,51.3,H,25,25,50,93,7,0,0,0,100,38,18
2025-04-19,Lokomotiv Moscow v Pari Nizhny Novgor,91.9,4.1,4.1,H,91.9,H,100,0,0,93,0,7,95,5,0,35,14
2025-04-19,FC Orenburg v Dynamo Makhachkala,34.5,22.3,43.2,A,43.2,H,0,0,100,14,21,64,65,15,20,35,14
2025-04-20,CSKA Moscow v Krylya Sovetov Sam,65.5,18.2,16.2,H,65.5,D,100,0,0,79,7,14,45,25,30,35,15
2025-04-20,Dynamo Moscow v Rubin Kazan,53.4,14.2,32.4,H,53.4,H,100,0,0,57,14,29,50,0,50,35,14
2025-04-20,Fakel Voronezh v FC Rostov,14.2,12.2,73.6,A,73.6,A,0,0,100,14,14,71,20,5,75,35,14
2025-04-20,Zenit St Petersbur v FC Khimki,91.2,6.8,2.0,H,91.2,H,0,100,0,100,0,0,85,0,15,35,14
2025-04-25,Dynamo Makhachkala v FC Krasnodar,38.5,6.8,54.7,A,54.7,A,0,100,0,21,0,79,75,0,25,35,13
2025-04-26,Dynamo Moscow v Zenit St Petersbur,22.3,10.1,67.6,A,67.6,D,0,0,100,43,7,50,5,5,90,35,14
2025-04-26,Pari Nizhny Novgor v Akhmat Grozny,16.0,3.8,80.1,A,80.1,H,33,0,67,21,7,71,5,0,95,37,16
2025-04-26,FC Rostov v Lokomotiv Moscow,45.4,11.8,42.8,H,45.4,D,0,0,100,29,14,57,75,0,25,36,15
2025-04-26,Spartak Moscow v CSKA Moscow,39.2,10.1,50.7,A,50.7,A,100,0,0,50,14,36,25,0,75,35,15
2025-04-27,FC Khimki v Akron Tolyatti,22.3,24.3,53.4,A,53.4,D,0,0,100,29,36,36,25,0,75,35,14
2025-04-27,Krylya Sovetov Sam v FC Orenburg,46.6,4.7,48.6,A,48.6,H,0,100,0,57,0,43,35,0,65,35,14
2025-04-27,Rubin Kazan v Fakel Voronezh,64.1,10.3,25.6,H,64.1,H,33,33,33,64,7,29,70,10,20,37,17
2025-04-29,Spartak Moscow v Dynamo Moscow,32.1,23.7,44.2,A,44.2,H,67,33,0,50,21,29,5,15,80,37,16
2025-04-30,Lokomotiv Moscow v FC Rostov,37.8,14.1,48.1,A,48.1,A,67,33,0,57,14,29,15,0,85,37,17
2025-04-30,Spartak Moscow v FC Rostov,39.7,15.4,44.9,A,44.9,A,67,0,33,64,21,14,0,0,100,37,16
2025-04-30,Zenit St Petersbur v CSKA Moscow,55.9,14.5,29.6,H,55.9,H,50,50,0,57,7,36,65,5,30,36,15
2025-05-02,Akron Tolyatti v Dynamo Makhachkala,18.2,25.0,56.8,A,56.8,H,0,100,0,21,36,43,15,5,80,35,14
2025-05-03,FC Krasnodar v Rubin Kazan,52.7,16.9,30.4,H,52.7,H,0,100,0,64,7,29,40,0,60,35,14
2025-05-03,Lokomotiv Moscow v FC Orenburg,71.2,5.8,23.1,H,71.2,D,100,0,0,86,0,14,45,5,50,37,17
2025-05-04,Akhmat Grozny v CSKA Moscow,30.8,13.5,55.8,A,55.8,D,0,0,100,21,7,71,75,0,25,37,16
2025-05-04,Fakel Voronezh v Spartak Moscow,28.4,12.2,59.5,A,59.5,D,0,0,100,14,7,79,65,5,30,35,15
2025-05-04,FC Khimki v FC Rostov,11.8,2.0,86.2,A,86.2,D,0,0,100,21,0,79,0,0,100,36,15
2025-05-04,Zenit St Petersbur v Pari Nizhny Novgor,93.9,2.0,4.1,H,93.9,H,100,0,0,100,0,0,85,5,10,35,15
2025-05-05,Krylya Sovetov Sam v Dynamo Moscow,30.8,1.9,67.3,A,67.3,A,0,0,100,36,0,64,30,5,65,37,16
2025-05-10,CSKA Moscow v FC Krasnodar,41.0,13.5,45.5,A,45.5,H,33,0,67,36,14,50,60,5,35,37,17
2025-05-10,Dynamo Makhachkala v Zenit St Petersbur,20.3,6.1,73.6,A,73.6,A,0,0,100,21,7,71,20,5,75,35,14
2025-05-10,FC Orenburg v FC Khimki,50.6,19.9,29.5,H,50.6,D,33,33,33,29,21,50,100,0,0,37,16
2025-05-11,Akron Tolyatti v Akhmat Grozny,28.4,12.8,58.8,A,58.8,H,0,100,0,36,7,57,25,5,70,35,14
2025-05-11,Dynamo Moscow v Spartak Moscow,28.1,23.1,48.8,A,48.8,H,0,25,75,29,21,50,40,15,45,38,17
2025-05-11,Fakel Voronezh v Lokomotiv Moscow,10.1,4.1,85.8,A,85.8,A,0,0,100,0,0,100,30,0,70,35,15
2025-05-11,Rubin Kazan v FC Rostov,24.3,20.9,54.7,A,54.7,H,0,100,0,36,7,57,10,10,80,35,15
2025-05-12,Pari Nizhny Novgor v Krylya Sovetov Sam,30.4,8.1,61.5,A,61.5,H,0,0,100,29,7,64,35,10,55,35,15
2025-05-15,Spartak Moscow v FC Rostov,42.5,7.5,50.0,A,50.0,A,50,0,50,71,7,21,0,0,100,38,17
2025-05-17,FC Khimki v Rubin Kazan,16.9,14.2,68.9,A,68.9,H,100,0,0,14,14,71,25,0,75,35,15
2025-05-17,FC Orenburg v FC Krasnodar,34.5,8.1,57.4,A,57.4,A,0,0,100,0,7,93,85,5,10,35,14
2025-05-17,Pari Nizhny Novgor v Fakel Voronezh,26.4,33.1,40.5,A,40.5,D,0,100,0,36,29,36,20,20,60,35,14
2025-05-18,Akhmat Grozny v Dynamo Makhachkala,44.6,20.3,35.1,H,44.6,D,0,0,100,43,21,36,55,0,45,35,15
2025-05-18,Dynamo Moscow v Akron Tolyatti,83.8,4.1,12.2,H,83.8,H,100,0,0,86,0,14,85,5,10,35,15
2025-05-18,Krylya Sovetov Sam v Spartak Moscow,38.5,1.9,59.6,A,59.6,A,0,0,100,36,0,64,50,5,45,37,17
2025-05-18,FC Rostov v Zenit St Petersbur,25.0,23.1,51.9,A,51.9,A,0,0,100,29,14,57,40,5,55,37,16
2025-05-19,Akron Tolyatti v Lokomotiv Moscow,24.3,4.1,71.6,A,71.6,A,0,0,100,29,0,71,30,0,70,35,14
2025-05-19,CSKA Moscow v Pari Nizhny Novgor,84.2,9.9,5.9,H,84.2,H,100,0,0,93,7,0,80,5,15,36,16
2025-05-19,Dynamo Makhachkala v FC Rostov,28.4,16.9,54.7,A,54.7,D,0,100,0,36,14,50,35,0,65,35,14
2025-05-19,Fakel Voronezh v Krylya Sovetov Sam,50.7,8.1,41.2,H,50.7,D,0,0,100,36,14,50,75,0,25,35,15
2025-05-19,FC Krasnodar v Dynamo Moscow,39.2,18.2,42.6,A,42.6,H,100,0,0,50,21,29,20,0,80,35,14
2025-05-19,Lokomotiv Moscow v CSKA Moscow,35.1,20.3,44.6,A,44.6,D,100,0,0,29,14,57,55,10,35,35,15
2025-05-19,Rubin Kazan v FC Orenburg,61.5,14.2,24.3,H,61.5,H,100,0,0,64,14,21,55,10,35,35,15
2025-05-19,Spartak Moscow v FC Khimki,69.6,14.2,16.2,H,69.6,H,100,0,0,86,7,7,65,5,30,35,15
2025-05-19,Zenit St Petersbur v Akhmat Grozny,76.3,5.9,17.8,H,76.3,H,100,0,0,93,0,7,55,0,45,36,16
2025-07-12,FC Krasnodar v CSKA Moscow,38.8,7.5,53.8,A,53.8,A,50,0,50,50,7,43,20,0,80,38,17
2025-07-17,Víkingur Reykjavík v Malisheva,100.0,0.0,0.0,H,100.0,H,100,0,0,0,0,0,0,0,0,1,1
2025-07-19,Akron Tolyatti v Krylya Sovetov Sam,34.9,17.8,47.4,A,47.4,D,100,0,0,43,14,43,15,20,65,36,16
2025-07-19,Spartak Moscow v Dynamo Makhachkala,47.5,8.1,44.4,H,47.5,H,25,25,50,86,7,7,5,0,95,38,17
2025-07-20,Akhmat Grozny v Rubin Kazan,57.9,7.9,34.2,H,57.9,A,50,0,50,43,7,50,90,0,10,36,15
2025-07-20,Pari Nizhny Novgor v FC Krasnodar,10.0,11.3,78.8,A,78.8,A,25,0,75,0,14,86,20,0,80,38,17
2025-07-20,Zenit St Petersbur v FC Rostov,49.4,20.6,30.0,H,49.4,H,100,0,0,57,14,29,45,5,50,38,17
2025-07-21,FC Orenburg v CSKA Moscow,27.6,7.9,64.5,A,64.5,D,0,0,100,7,7,86,65,0,35,36,15
2025-07-25,Krylya Sovetov Sam v Pari Nizhny Novgor,67.8,11.8,20.4,H,67.8,H,50,0,50,64,7,29,75,5,20,36,16
2025-07-26,Dynamo Moscow v FC Rostov,37.5,13.2,49.3,A,49.3,H,0,100,0,64,7,29,10,5,85,36,15
2025-07-26,FC Krasnodar v Lokomotiv Moscow,36.2,10.5,53.3,A,53.3,A,50,50,0,57,7,36,5,0,95,36,15
2025-07-26,PFC Sochi v Akron Tolyatti,13.6,4.5,81.8,A,81.8,A,0,0,0,0,0,100,15,5,80,21,1
2025-07-26,Spartak Moscow v Baltika Kaliningra,36.4,4.5,59.1,A,59.1,A,0,0,0,100,0,0,30,5,65,21,1
2025-07-27,CSKA Moscow v Akhmat Grozny,54.4,15.6,30.0,H,54.4,H,75,25,0,86,0,14,20,15,65,38,17
2025-07-27,FC Orenburg v Dynamo Makhachkala,30.3,31.6,38.2,A,38.2,D,50,0,50,7,50,43,60,10,30,36,16
2025-07-27,Rubin Kazan v Zenit St Petersbur,16.9,7.5,75.6,A,75.6,D,0,0,100,21,7,71,20,5,75,38,18
2025-07-29,Drita v Copenhagen,0.0,0.0,100.0,A,100.0,A,0,0,100,0,0,0,0,0,0,1,1
2025-07-29,Akron Tolyatti v Baltika Kaliningra,0.0,0.0,100.0,A,100.0,H,0,0,0,0,0,100,0,0,100,22,2
2025-07-29,Dynamo Moscow v PFC Sochi,100.0,0.0,0.0,H,100.0,H,0,0,0,100,0,0,100,0,0,22,2
2025-07-29,FC Krasnodar v Krylya Sovetov Sam,59.9,16.4,23.7,H,59.9,A,50,50,0,79,0,21,55,0,45,36,16
2025-07-30,Akhmat Grozny v Zenit St Petersbur,15.4,7.7,76.9,A,76.9,A,0,0,100,7,0,93,40,5,55,37,17
2025-07-30,CSKA Moscow v Lokomotiv Moscow,35.5,12.5,52.0,A,52.0,H,0,50,50,57,7,36,10,5,85,36,15
2025-07-30,Dynamo Makhachkala v Pari Nizhny Novgor,69.1,16.4,14.5,H,69.1,H,0,50,50,64,21,14,85,0,15,36,15
2025-07-30,FC Rostov v Spartak Moscow,38.4,7.3,54.3,A,54.3,A,60,0,40,14,14,71,65,0,35,39,18
2025-07-31,Hibernian v Midtjylland,0.0,100.0,0.0,H,0.0,A,0,100,0,0,0,0,0,0,0,1,1
2025-07-31,Rubin Kazan v FC Orenburg,60.5,15.8,23.7,H,60.5,H,100,0,0,64,14,21,55,10,35,36,16
2025-08-02,FC Krasnodar v Dynamo Moscow,38.8,15.8,45.4,A,45.4,H,100,0,0,57,14,29,15,0,85,36,15
2025-08-02,Pari Nizhny Novgor v Lokomotiv Moscow,3.9,2.0,94.1,A,94.1,A,0,0,100,7,0,93,0,0,100,36,15
2025-08-02,FC Rostov v Krylya Sovetov Sam,76.3,3.9,19.7,H,76.3,A,100,0,0,64,0,36,100,0,0,36,13
2025-08-03,Akron Tolyatti v Spartak Moscow,14.8,11.1,74.1,A,74.1,D,0,0,100,27,7,67,5,10,85,38,18
2025-08-03,Baltika Kaliningra v FC Orenburg,50.0,11.5,38.5,H,50.0,H,0,0,0,67,0,33,45,5,50,23,3
2025-08-03,Dynamo Makhachkala v Akhmat Grozny,42.1,22.4,35.5,H,42.1,H,50,50,0,36,14,50,55,5,40,36,15
2025-08-03,Zenit St Petersbur v CSKA Moscow,43.6,31.4,25.0,H,43.6,D,67,33,0,50,14,36,70,5,25,37,16
2025-08-04,Rubin Kazan v PFC Sochi,92.3,0.0,7.7,H,92.3,H,0,0,0,67,0,33,100,0,0,23,3
2025-08-08,Dynamo Makhachkala v Akron Tolyatti,63.2,14.5,22.4,H,63.2,D,0,50,50,64,7,29,80,5,15,36,15
2025-08-09,Akhmat Grozny v Zenit St Petersbur,15.0,7.5,77.5,A,77.5,H,0,0,100,7,0,93,40,5,55,38,18
2025-08-09,CSKA Moscow v Rubin Kazan,46.8,24.4,28.8,H,46.8,H,33,67,0,64,21,14,35,5,60,37,16
2025-08-09,Krylya Sovetov Sam v Baltika Kaliningra,3.6,14.3,82.1,A,82.1,D,0,0,0,0,25,75,15,0,85,24,4
2025-08-09,Lokomotiv Moscow v Spartak Moscow,44.1,3.9,52.0,A,52.0,H,50,0,50,29,7,64,65,0,35,36,15
2025-08-10,FC Orenburg v FC Krasnodar,31.6,9.9,58.6,A,58.6,A,0,0,100,0,7,93,95,0,5,36,15
2025-08-10,FC Rostov v Pari Nizhny Novgor,77.6,14.5,7.9,H,77.6,H,50,50,0,64,14,21,100,0,0,36,15
2025-08-10,PFC Sochi v Dynamo Moscow,0.0,0.0,100.0,A,100.0,D,0,0,100,0,0,100,0,0,100,24,4
2025-08-12,Zenit St Petersbur v Rubin Kazan,72.0,11.6,16.5,H,72.0,H,80,20,0,64,14,21,80,0,20,39,19
2025-08-13,Dynamo Moscow v FC Krasnodar,36.5,19.2,44.2,A,44.2,A,0,0,100,29,21,50,65,0,35,37,17
2025-08-13,Lokomotiv Moscow v Baltika Kaliningra,46.7,10.0,43.3,H,46.7,H,0,0,0,20,20,60,60,0,40,25,5
2025-08-13,FC Orenburg v Akhmat Grozny,33.6,24.3,42.1,A,42.1,H,0,50,50,29,21,50,60,0,40,36,13
2025-08-14,Hibernian v Partizan,100.0,0.0,0.0,H,100.0,A,100,0,0,0,0,0,0,0,0,1,1
2025-08-14,Pari Nizhny Novgor v FC Rostov,13.5,14.1,72.4,A,72.4,H,0,33,67,21,14,64,15,0,85,37,16
2025-08-16,Akhmat Grozny v Krylya Sovetov Sam,59.2,12.5,28.3,H,59.2,H,0,50,50,50,0,50,90,0,10,36,15
2025-08-16,Baltika Kaliningra v Lokomotiv Moscow,35.1,12.8,52.1,A,52.1,D,0,0,100,60,20,20,35,0,65,26,6
2025-08-16,Spartak Moscow v Zenit St Petersbur,16.4,10.5,73.0,A,73.0,D,50,50,0,29,0,71,5,0,95,36,15
2025-08-17,Akron Tolyatti v FC Orenburg,34.8,10.1,55.1,A,55.1,A,50,50,0,53,7,40,5,0,95,37,16
2025-08-17,Dynamo Moscow v CSKA Moscow,43.1,17.5,39.4,H,43.1,A,0,25,75,57,7,36,55,0,45,38,17
2025-08-17,FC Krasnodar v PFC Sochi,100.0,0.0,0.0,H,100.0,H,0,0,0,100,0,0,100,0,0,24,4
2025-08-17,Rubin Kazan v FC Rostov,38.2,14.5,47.4,A,47.4,H,50,50,0,50,7,43,30,0,70,36,15
2025-08-18,Pari Nizhny Novgor v Dynamo Makhachkala,14.1,14.1,71.8,A,71.8,H,33,33,33,14,21,64,10,0,90,37,16
2025-08-22,FC Orenburg v Akhmat Grozny,41.0,19.9,39.1,H,41.0,D,33,33,33,36,14,50,60,5,35,37,13
2025-08-23,Dynamo Moscow v Pari Nizhny Novgor,87.5,2.6,9.9,H,87.5,H,50,50,0,93,0,7,85,0,15,36,15
2025-08-23,Lokomotiv Moscow v FC Rostov,55.6,10.0,34.4,H,55.6,D,50,25,25,57,0,43,55,0,45,38,18
2025-08-23,Rubin Kazan v Spartak Moscow,44.3,5.7,50.0,A,50.0,A,50,0,50,33,0,67,60,5,35,37,17
2025-08-23,Zenit St Petersbur v Dynamo Makhachkala,72.4,7.9,19.7,H,72.4,H,100,0,0,79,0,21,70,5,25,36,15
2025-08-24,CSKA Moscow v Akron Tolyatti,64.5,5.9,29.6,H,64.5,H,100,0,0,71,7,21,50,0,50,36,15
2025-08-24,Krylya Sovetov Sam v FC Krasnodar,29.5,17.9,52.6,A,52.6,A,33,33,33,14,0,86,60,10,30,37,16
2025-08-24,PFC Sochi v Baltika Kaliningra,0.0,0.0,100.0,A,100.0,A,0,0,0,0,0,100,0,0,100,23,3
2025-08-26,Akhmat Grozny v Rubin Kazan,66.0,3.8,30.1,H,66.0,H,33,0,67,57,0,43,95,0,5,37,16
2025-08-26,FC Orenburg v Zenit St Petersbur,19.7,5.9,74.3,A,74.3,A,0,0,100,7,0,93,40,5,55,36,16
2025-08-26,Spartak Moscow v Pari Nizhny Novgor,76.3,13.8,9.9,H,76.3,H,100,0,0,86,7,7,70,15,15,36,16
2025-08-27,Baltika Kaliningra v CSKA Moscow,43.8,9.4,46.9,A,46.9,A,0,0,0,17,0,83,70,0,30,26,6
2025-08-27,FC Rostov v Dynamo Makhachkala,59.2,21.1,19.7,H,59.2,A,0,100,0,50,7,43,80,5,15,36,16
2025-08-27,PFC Sochi v FC Krasnodar,0.0,0.0,100.0,A,100.0,A,0,0,100,0,0,100,0,0,100,25,5
2025-08-28,Legia Warsaw v Hibernian,100.0,0.0,0.0,H,100.0,D,100,0,0,0,0,0,0,0,0,1,1
2025-08-28,Lokomotiv Moscow v Akron Tolyatti,72.6,5.5,22.0,H,72.6,H,100,0,0,63,6,31,85,5,10,38,16
2025-08-30,FC Orenburg v Rubin Kazan,42.3,17.3,40.4,H,42.3,D,0,0,100,29,7,64,75,5,20,37,16
2025-08-30,FC Rostov v Akhmat Grozny,53.3,17.8,28.9,H,53.3,D,0,0,100,50,21,29,70,0,30,36,15
2025-08-30,Spartak Moscow v PFC Sochi,93.8,0.0,6.3,H,93.8,H,0,0,0,83,0,17,100,0,0,26,6
2025-08-30,Zenit St Petersbur v Pari Nizhny Novgor,94.1,2.0,3.9,H,94.1,H,100,0,0,100,0,0,90,0,10,36,16
2025-08-31,Akron Tolyatti v Baltika Kaliningra,17.9,0.0,82.1,A,82.1,A,100,0,0,29,0,71,5,0,95,28,7
2025-08-31,CSKA Moscow v FC Krasnodar,38.4,12.8,48.8,A,48.8,D,60,0,40,36,7,57,40,5,55,39,19
2025-08-31,Dynamo Makhachkala v Dynamo Moscow,30.8,5.8,63.5,A,63.5,H,0,0,100,21,0,79,55,5,40,37,17
2025-08-31,Lokomotiv Moscow v Krylya Sovetov Sam,78.5,11.4,10.1,H,78.5,D,50,0,50,73,20,7,90,0,10,37,17
2025-09-12,Rubin Kazan v Dynamo Makhachkala,40.8,21.7,37.5,H,40.8,H,100,0,0,36,14,50,50,5,45,36,16
2025-09-13,Akhmat Grozny v Lokomotiv Moscow,28.1,13.8,58.1,A,58.1,D,0,25,75,21,0,79,60,0,40,38,17
2025-09-13,Dynamo Moscow v Spartak Moscow,38.1,12.5,49.4,A,49.4,D,20,20,60,38,6,56,50,0,50,41,20
2025-09-13,FC Krasnodar v Akron Tolyatti,65.8,13.3,20.9,H,65.8,H,100,0,0,87,0,13,60,0,40,37,16
2025-09-13,Pari Nizhny Novgor v FC Orenburg,26.3,17.8,55.9,A,55.9,H,50,0,50,43,7,50,10,0,90,36,15
2025-09-14,Baltika Kaliningra v Zenit St Petersbur,20.6,5.9,73.5,A,73.5,D,0,0,0,14,0,86,25,0,75,27,7
2025-09-14,Krylya Sovetov Sam v PFC Sochi,88.2,0.0,11.8,H,88.2,H,0,0,0,71,0,29,100,0,0,27,7
2025-09-14,FC Rostov v CSKA Moscow,32.2,24.3,43.4,A,43.4,H,50,50,0,7,7,86,75,5,20,36,14
2025-09-16,Akron Tolyatti v Lokomotiv Moscow,17.9,0.0,82.1,A,82.1,A,0,0,100,31,0,69,0,0,100,39,16
2025-09-16,Pari Nizhny Novgor v Dynamo Makhachkala,14.4,15.6,70.0,A,70.0,A,50,25,25,14,14,71,5,0,95,38,17
2025-09-17,Krylya Sovetov Sam v FC Krasnodar,22.3,24.1,53.6,A,53.6,A,25,25,50,13,0,87,65,5,30,39,19
2025-09-17,PFC Sochi v Dynamo Moscow,0.0,3.6,96.4,A,96.4,A,0,50,50,0,0,100,0,0,100,29,9
2025-09-17,Zenit St Petersbur v Akhmat Grozny,77.4,3.7,18.9,H,77.4,H,80,0,20,93,0,7,60,0,40,39,18
2025-09-18,Spartak Moscow v FC Rostov,44.6,7.1,48.2,A,48.2,A,50,0,50,71,0,29,10,5,85,40,19
2025-09-20,Akron Tolyatti v Rubin Kazan,21.7,10.8,67.5,A,67.5,D,0,0,100,40,0,60,15,0,85,39,18
2025-09-20,Dynamo Makhachkala v Lokomotiv Moscow,28.8,10.3,60.9,A,60.9,D,0,33,67,29,0,71,45,5,50,37,16
2025-09-20,Pari Nizhny Novgor v Akhmat Grozny,23.8,1.9,74.4,A,74.4,A,50,0,50,29,0,71,10,0,90,38,17
2025-09-21,Baltika Kaliningra v FC Rostov,38.9,13.9,47.2,A,47.2,D,0,0,0,50,0,50,30,0,70,28,7
2025-09-21,FC Krasnodar v Zenit St Petersbur,28.3,5.9,65.8,A,65.8,A,50,0,50,43,0,57,5,0,95,36,15
2025-09-21,FC Orenburg v Dynamo Moscow,20.9,17.7,61.4,A,61.4,A,0,50,50,13,0,87,60,10,30,37,16
2025-09-21,Spartak Moscow v Krylya Sovetov Sam,58.1,0.0,41.9,H,58.1,H,100,0,0,69,0,31,30,0,70,40,19
2025-09-22,PFC Sochi v CSKA Moscow,0.0,2.8,97.2,A,97.2,A,0,0,0,0,0,100,5,0,95,28,8
2025-09-26,Krylya Sovetov Sam v Dynamo Moscow,22.7,8.7,68.6,A,68.6,A,0,0,100,25,13,63,25,5,70,40,19
2025-09-27,Akhmat Grozny v Akron Tolyatti,63.2,12.5,24.3,H,63.2,H,0,50,50,64,7,29,85,0,15,36,15
2025-09-27,Lokomotiv Moscow v Rubin Kazan,69.0,20.9,10.1,H,69.0,H,50,0,50,67,7,27,90,0,10,37,16
2025-09-27,FC Rostov v FC Krasnodar,41.4,5.9,52.6,A,52.6,D,0,0,100,7,7,86,100,0,0,36,15
2025-09-27,Zenit St Petersbur v FC Orenburg,77.8,7.4,14.8,H,77.8,H,100,0,0,93,0,7,70,0,30,38,18
2025-09-28,CSKA Moscow v Baltika Kaliningra,33.9,5.1,61.0,A,61.0,H,100,0,0,56,11,33,10,0,90,30,9
2025-09-28,Dynamo Makhachkala v PFC Sochi,94.4,0.0,5.6,H,94.4,D,0,0,0,88,0,13,100,0,0,28,8
2025-09-28,Spartak Moscow v Pari Nizhny Novgor,80.8,9.6,9.6,H,80.8,H,100,0,0,86,0,14,75,10,15,37,17
2025-09-30,Akhmat Grozny v FC Orenburg,62.5,14.4,23.1,H,62.5,A,25,50,25,64,7,29,75,0,25,38,18
2025-09-30,Rubin Kazan v Zenit St Petersbur,5.4,7.7,86.9,A,86.9,A,0,17,83,0,0,100,15,5,80,40,20
2025-10-01,Baltika Kaliningra v Akron Tolyatti,69.7,7.4,23.0,H,69.7,H,50,0,50,67,0,33,75,10,15,31,10
2025-10-01,Pari Nizhny Novgor v Spartak Moscow,7.5,7.5,85.0,A,85.0,A,0,0,100,14,0,86,10,5,85,38,18
2025-10-04,Akron Tolyatti v Zenit St Petersbur,6.2,3.7,90.1,A,90.1,D,33,0,67,7,0,93,0,0,100,38,17
2025-10-04,Dynamo Moscow v Lokomotiv Moscow,31.7,7.3,61.0,A,61.0,A,50,0,50,38,6,56,25,5,70,38,17
2025-10-04,FC Krasnodar v Akhmat Grozny,52.4,13.4,34.1,H,52.4,H,40,20,40,86,14,0,10,5,85,39,19
2025-10-04,Rubin Kazan v Krylya Sovetov Sam,53.2,13.9,32.9,H,53.2,H,0,50,50,53,0,47,70,10,20,37,16
2025-10-05,Baltika Kaliningra v Dynamo Makhachkala,52.5,15.0,32.5,H,52.5,H,0,0,0,60,10,30,50,5,45,30,10
2025-10-05,CSKA Moscow v Spartak Moscow,53.7,1.8,44.5,H,53.7,H,50,0,50,63,0,38,40,0,60,38,17
2025-10-05,FC Orenburg v FC Rostov,28.9,7.2,63.9,A,63.9,A,0,0,100,33,0,67,45,5,50,39,19
