Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA
Russia,Premier League,2025/2026,18/04/2026,10:00,Orenburg,Lokomotiv Moscow,0,1,A,,,,2.83,3.6,2.05,2.83,3.6,2.05
Russia,Premier League,2025/2026,18/04/2026,12:30,Krylya Sovetov,CSKA Moscow,1,1,D,,,,3.25,3.5,1.9,3.25,3.5,1.9
Russia,Premier League,2025/2026,18/04/2026,15:00,Rubin Kazan,Akron Togliatti,1,1,D,,,,2.14,3.1,3,2.14,3.1,3
Russia,Premier League,2025/2026,18/04/2026,17:30,Pari NN,Dynamo Moscow,1,1,D,,,,4.5,3.66,1.6,4.5,3.66,1.6
Russia,Premier League,2025/2026,19/04/2026,12:30,Dynamo Makhachkala,Zenit,0,1,A,,,,6,3.33,1.52,6,3.33,1.52
Russia,Premier League,2025/2026,19/04/2026,15:00,Spartak Moscow,Akhmat Grozny,3,1,H,,,,1.35,4.33,6.66,1.35,4.33,6.66
Russia,Premier League,2025/2026,19/04/2026,17:30,Krasnodar,Baltika,2,2,D,,,,1.45,4,5.5,1.45,4,5.5
Russia,Premier League,2025/2026,21/04/2026,15:30,Sochi,Krylya Sovetov,2,1,H,,,,2.62,3.14,2.37,2.62,3.14,2.37
Russia,Premier League,2025/2026,21/04/2026,17:45,CSKA Moscow,FK Rostov,1,1,D,,,,1.93,3.25,3.4,1.93,3.25,3.4
Russia,Premier League,2025/2026,22/04/2026,15:30,Orenburg,Pari NN,2,1,H,,,,1.75,3.5,3.8,1.75,3.5,3.8
Russia,Premier League,2025/2026,22/04/2026,17:45,Dynamo Moscow,Rubin Kazan,0,1,A,,,,1.5,3.75,5.33,1.5,3.75,5.33
Russia,Premier League,2025/2026,22/04/2026,17:45,Lokomotiv Moscow,Zenit,0,0,D,,,,3,3.25,2.08,3,3.25,2.08
Russia,Premier League,2025/2026,23/04/2026,15:30,Akron Togliatti,Dynamo Makhachkala,1,1,D,,,,2.33,3,2.8,2.33,3,2.8
Russia,Premier League,2025/2026,23/04/2026,17:45,Akhmat Grozny,Baltika,1,1,D,,,,2.66,3,2.42,2.66,3,2.42
Russia,Premier League,2025/2026,23/04/2026,17:45,Spartak Moscow,Krasnodar,1,2,A,,,,2.16,3.5,2.66,2.16,3.5,2.66
Russia,Premier League,2025/2026,25/04/2026,12:30,FK Rostov,Orenburg,0,1,A,,,,1.71,3.33,4.2,1.71,3.33,4.2
Russia,Premier League,2025/2026,25/04/2026,15:00,Krylya Sovetov,Lokomotiv Moscow,2,0,H,,,,3.6,3.33,1.84,3.6,3.33,1.84
Russia,Premier League,2025/2026,25/04/2026,17:30,Rubin Kazan,CSKA Moscow,0,0,D,,,,2.83,2.9,2.36,2.83,2.9,2.36
Russia,Premier League,2025/2026,26/04/2026,12:00,Pari NN,Spartak Moscow,1,2,A,,,,5.5,4,1.45,5.5,4,1.45
Russia,Premier League,2025/2026,26/04/2026,15:00,Dynamo Moscow,Sochi,2,0,H,,,,1.35,4.5,6.33,1.35,4.5,6.33
Russia,Premier League,2025/2026,26/04/2026,15:00,Krasnodar,Dynamo Makhachkala,2,1,H,,,,1.27,4.75,8,1.27,4.75,8
Russia,Premier League,2025/2026,26/04/2026,17:30,Zenit,Akhmat Grozny,2,0,H,,,,1.3,4.5,8,1.3,4.5,8
Russia,Premier League,2025/2026,27/04/2026,18:00,Baltika,Akron Togliatti,0,1,A,,,,1.58,3.6,4.75,1.58,3.6,4.75
Russia,Premier League,2025/2026,01/05/2026,15:00,Krylya Sovetov,Spartak Moscow,2,1,H,,,,3.8,3.5,22,3.8,3.5,11.88
Russia,Premier League,2025/2026,01/05/2026,17:30,Lokomotiv Moscow,Dynamo Moscow,1,1,D,,,,2.08,3.66,22,2.08,3.66,12.36
Russia,Premier League,2025/2026,02/05/2026,12:00,Dynamo Makhachkala,FK Rostov,1,2,A,,,,3.14,2.6,22,3.14,2.6,12.2
Russia,Premier League,2025/2026,02/05/2026,14:30,Baltika,Rubin Kazan,0,1,A,,,,2.05,2.9,22,2.05,2.9,12.75
Russia,Premier League,2025/2026,02/05/2026,17:00,CSKA Moscow,Zenit,1,3,A,,,,4.25,3.6,22,4.25,3.6,11.82
Russia,Premier League,2025/2026,03/05/2026,12:30,Sochi,Orenburg,3,1,H,,,,2.71,3.25,22,2.71,3.25,12.13
Russia,Premier League,2025/2026,03/05/2026,15:00,Akron Togliatti,Krasnodar,0,1,A,,,,5,4.33,22,5,4.33,11.73
Russia,Premier League,2025/2026,03/05/2026,17:30,Akhmat Grozny,Pari NN,2,0,H,,,,1.81,3.25,22,1.81,3.25,12.9
Russia,Premier League,2025/2026,10/05/2026,10:30,Orenburg,Krylya Sovetov,1,0,H,,,,1.85,3.2,3.75,1.85,3.2,3.75
Russia,Premier League,2025/2026,10/05/2026,13:00,Zenit,Sochi,2,1,H,,,,1.15,5.66,13,1.15,5.66,13
Russia,Premier League,2025/2026,10/05/2026,15:15,Akhmat Grozny,Dynamo Makhachkala,1,1,D,,,,2.3,3,2.83,2.3,3,2.83
Russia,Premier League,2025/2026,10/05/2026,17:30,Lokomotiv Moscow,Baltika,1,0,H,,,,1.83,3.25,3.75,1.83,3.25,3.75
Russia,Premier League,2025/2026,11/05/2026,11:00,Akron Togliatti,FK Rostov,1,3,A,,,,3,3.1,2.14,3,3.1,2.14
Russia,Premier League,2025/2026,11/05/2026,13:15,Pari NN,CSKA Moscow,1,2,A,,,,2.85,3.14,2.22,2.85,3.14,2.22
Russia,Premier League,2025/2026,11/05/2026,15:30,Spartak Moscow,Rubin Kazan,2,1,H,,,,1.47,3.75,5.75,1.47,3.75,5.75
Russia,Premier League,2025/2026,11/05/2026,18:00,Dynamo Moscow,Krasnodar,2,1,H,,,,3.4,3.6,1.81,3.4,3.6,1.81
Russia,Premier League,2025/2026,17/05/2026,16:00,Baltika,Dynamo Moscow,1,2,A,,,,2.25,3.1,2.83,2.25,3.1,2.83
Russia,Premier League,2025/2026,17/05/2026,16:00,CSKA Moscow,Lokomotiv Moscow,3,1,H,,,,2.75,3.5,2.12,2.75,3.5,2.12
Russia,Premier League,2025/2026,17/05/2026,16:00,Dynamo Makhachkala,Spartak Moscow,0,0,D,,,,3.33,3.14,2,3.33,3.14,2
Russia,Premier League,2025/2026,17/05/2026,16:00,FK Rostov,Zenit,0,1,A,,,,7,3.6,1.42,7,3.6,1.42
Russia,Premier League,2025/2026,17/05/2026,16:00,Krasnodar,Orenburg,3,0,H,,,,1.18,5.75,10,1.18,5.75,10
Russia,Premier League,2025/2026,17/05/2026,16:00,Krylya Sovetov,Akron Togliatti,4,1,H,,,,2.25,3.14,2.8,2.25,3.14,2.8
Russia,Premier League,2025/2026,17/05/2026,16:00,Rubin Kazan,Pari NN,2,2,D,,,,2.05,3.2,3.14,2.05,3.2,3.14
Russia,Premier League,2025/2026,17/05/2026,16:00,Sochi,Akhmat Grozny,1,1,D,,,,3,3.5,2,3,3.5,2
