Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA
Russia,Premier League,2025/2026,16/08/2025,15:30,Spartak Moscow,Zenit,2,2,D,3.22,3.18,2.45,,,,,,
Russia,Premier League,2025/2026,16/08/2025,18:30,Akhmat Grozny,Krylya Sovetov,3,1,H,1.88,3.68,4.32,,,,,,
Russia,Premier League,2025/2026,17/08/2025,11:30,Akron Togliatti,Orenburg,1,2,A,1.84,4.04,4.08,,,,,,
Russia,Premier League,2025/2026,17/08/2025,13:45,Rubin Kazan,FK Rostov,1,0,H,2.32,3.46,3.2,,,,,,
Russia,Premier League,2025/2026,17/08/2025,16:00,Dynamo Moscow,CSKA Moscow,1,3,A,2.54,3.45,2.86,,,,,,
Russia,Premier League,2025/2026,17/08/2025,18:30,Krasnodar,Sochi,5,1,H,1.43,4.98,7.34,,,,,,
Russia,Premier League,2025/2026,18/08/2025,18:00,Pari NN,Dynamo Makhachkala,2,0,H,2.9,2.89,2.92,,,,,,
Russia,Premier League,2025/2026,22/08/2025,16:00,Orenburg,Akhmat Grozny,2,2,D,3.22,3.59,2.25,,,,,,
Russia,Premier League,2025/2026,23/08/2025,12:00,Rubin Kazan,Spartak Moscow,0,2,A,3.54,3.62,2.1,,,,,,
Russia,Premier League,2025/2026,23/08/2025,14:15,Zenit,Dynamo Makhachkala,4,0,H,1.26,5.98,13.08,,,,,,
Russia,Premier League,2025/2026,23/08/2025,16:30,Lokomotiv Moscow,FK Rostov,3,3,D,1.77,3.84,4.76,,,,,,
Russia,Premier League,2025/2026,23/08/2025,18:45,Dynamo Moscow,Pari NN,3,0,H,1.41,5.06,7.71,,,,,,
Russia,Premier League,2025/2026,24/08/2025,13:00,Krylya Sovetov,Krasnodar,0,6,A,4.87,3.73,1.78,,,,,,
Russia,Premier League,2025/2026,24/08/2025,15:30,CSKA Moscow,Akron Togliatti,3,1,H,1.47,4.81,6.78,,,,,,
Russia,Premier League,2025/2026,24/08/2025,18:00,Sochi,Baltika,0,2,A,4.05,3.37,2.04,,,,,,
Russia,Premier League,2025/2026,30/08/2025,12:00,Orenburg,Rubin Kazan,2,2,D,2.68,3.56,2.64,,,,,,
Russia,Premier League,2025/2026,30/08/2025,14:15,Zenit,Pari NN,2,0,H,1.16,8.38,16.73,,,,,,
Russia,Premier League,2025/2026,30/08/2025,16:30,Spartak Moscow,Sochi,2,1,H,1.26,5.98,11.65,,,,,,
Russia,Premier League,2025/2026,30/08/2025,18:45,FK Rostov,Akhmat Grozny,1,1,D,2.22,3.28,3.58,,,,,,
Russia,Premier League,2025/2026,31/08/2025,11:30,Akron Togliatti,Baltika,0,2,A,3.61,3.49,2.13,,,,,,
Russia,Premier League,2025/2026,31/08/2025,13:45,Lokomotiv Moscow,Krylya Sovetov,2,2,D,1.66,4.14,5.16,,,,,,
Russia,Premier League,2025/2026,31/08/2025,16:00,CSKA Moscow,Krasnodar,1,1,D,2.78,3.27,2.72,,,,,,
Russia,Premier League,2025/2026,31/08/2025,16:00,Dynamo Makhachkala,Dynamo Moscow,1,0,H,3.96,3.55,2,,,,,,
Russia,Premier League,2025/2026,12/09/2025,17:00,Rubin Kazan,Dynamo Makhachkala,1,0,H,2.02,3.3,4.22,,,,,,
Russia,Premier League,2025/2026,13/09/2025,12:00,Pari NN,Orenburg,3,1,H,2.63,3.61,2.67,,,,,,
Russia,Premier League,2025/2026,13/09/2025,14:45,Akhmat Grozny,Lokomotiv Moscow,1,1,D,2.59,3.39,2.84,,,,,,
Russia,Premier League,2025/2026,13/09/2025,14:45,Dynamo Moscow,Spartak Moscow,2,2,D,2.96,3.25,2.58,,,,,,
Russia,Premier League,2025/2026,13/09/2025,17:30,Krasnodar,Akron Togliatti,2,1,H,1.35,5.65,8.16,,,,,,
Russia,Premier League,2025/2026,14/09/2025,12:30,Krylya Sovetov,Sochi,2,0,H,2.5,3.18,3.13,,,,,,
Russia,Premier League,2025/2026,14/09/2025,15:00,Baltika,Zenit,0,0,D,4.95,3.4,1.85,,,,,,
Russia,Premier League,2025/2026,14/09/2025,17:30,FK Rostov,CSKA Moscow,1,0,H,3.19,3.48,2.31,,,,,,
Russia,Premier League,2025/2026,20/09/2025,12:30,Pari NN,Akhmat Grozny,1,2,A,3.85,3.45,2.06,,,,,,
Russia,Premier League,2025/2026,20/09/2025,14:45,Akron Togliatti,Rubin Kazan,2,2,D,2.79,3.49,2.58,,,,,,
Russia,Premier League,2025/2026,20/09/2025,17:30,Dynamo Makhachkala,Lokomotiv Moscow,1,1,D,3.43,3.23,2.31,,,,,,
Russia,Premier League,2025/2026,21/09/2025,10:00,Orenburg,Dynamo Moscow,1,3,A,5.49,4.61,1.56,,,,,,
Russia,Premier League,2025/2026,21/09/2025,12:30,Spartak Moscow,Krylya Sovetov,2,1,H,1.41,4.84,8.24,,,,,,
Russia,Premier League,2025/2026,21/09/2025,15:00,Baltika,FK Rostov,0,0,D,1.98,3.41,4.24,,,,,,
Russia,Premier League,2025/2026,21/09/2025,17:30,Krasnodar,Zenit,0,2,A,2.71,3.32,2.76,,,,,,
Russia,Premier League,2025/2026,22/09/2025,17:00,Sochi,CSKA Moscow,1,3,A,5.57,3.95,1.65,,,,,,
Russia,Premier League,2025/2026,26/09/2025,16:00,Krylya Sovetov,Dynamo Moscow,2,3,A,4.24,3.8,1.86,,,,,,
Russia,Premier League,2025/2026,27/09/2025,12:00,Akhmat Grozny,Akron Togliatti,3,0,H,1.71,3.98,4.98,,,,,,
Russia,Premier League,2025/2026,27/09/2025,14:30,Lokomotiv Moscow,Rubin Kazan,1,0,H,1.88,3.71,4.23,,,,,,
Russia,Premier League,2025/2026,27/09/2025,17:00,FK Rostov,Krasnodar,0,0,D,3.64,3.88,1.99,,,,,,
Russia,Premier League,2025/2026,27/09/2025,17:30,Zenit,Orenburg,5,2,H,1.17,8.39,15.16,,,,,,
Russia,Premier League,2025/2026,28/09/2025,12:30,CSKA Moscow,Baltika,1,0,H,2.06,3.25,4.13,,,,,,
Russia,Premier League,2025/2026,28/09/2025,15:00,Dynamo Makhachkala,Sochi,0,0,D,2.1,3.3,3.92,,,,,,
Russia,Premier League,2025/2026,28/09/2025,17:30,Spartak Moscow,Pari NN,3,0,H,1.28,6.01,10.37,,,,,,
Russia,Premier League,2025/2026,04/10/2025,11:00,Akron Togliatti,Zenit,1,1,D,8.67,5.46,1.35,,,,,,
Russia,Premier League,2025/2026,04/10/2025,13:15,Rubin Kazan,Krylya Sovetov,2,0,H,2.03,3.47,3.92,,,,,,
Russia,Premier League,2025/2026,04/10/2025,15:30,Krasnodar,Akhmat Grozny,2,0,H,1.65,4.14,5.29,,,,,,
Russia,Premier League,2025/2026,04/10/2025,17:45,Dynamo Moscow,Lokomotiv Moscow,3,5,A,2,3.79,3.68,,,,,,
Russia,Premier League,2025/2026,05/10/2025,10:00,Orenburg,FK Rostov,0,1,A,3.49,3.72,2.09,,,,,,
Russia,Premier League,2025/2026,05/10/2025,12:15,Sochi,Pari NN,2,1,H,2.26,3.34,3.43,,,,,,
Russia,Premier League,2025/2026,05/10/2025,14:30,CSKA Moscow,Spartak Moscow,3,2,H,2.94,3.1,2.7,,,,,,
Russia,Premier League,2025/2026,05/10/2025,17:00,Baltika,Dynamo Makhachkala,2,0,H,1.85,3.37,5,,,,,,
Russia,Premier League,2025/2026,18/10/2025,11:00,Krylya Sovetov,Orenburg,1,1,D,2.1,3.91,3.32,2.05,3.6,3,2.05,3.6,3
Russia,Premier League,2025/2026,18/10/2025,11:00,Pari NN,Akron Togliatti,0,1,A,2.62,3.67,2.64,2.6,3.25,2.45,2.6,3.25,2.45
Russia,Premier League,2025/2026,18/10/2025,13:15,Spartak Moscow,FK Rostov,1,1,D,1.69,3.88,5.29,1.6,3.66,5,1.6,3.66,5
Russia,Premier League,2025/2026,18/10/2025,15:30,Dynamo Makhachkala,Krasnodar,0,2,A,4.84,3.4,1.87,5,3.2,1.7,5,3.2,1.7
Russia,Premier League,2025/2026,18/10/2025,17:45,Lokomotiv Moscow,CSKA Moscow,3,0,H,2.57,3.39,2.87,2.5,3.25,2.54,2.5,3.25,2.54
Russia,Premier League,2025/2026,19/10/2025,12:30,Sochi,Zenit,0,3,A,8.08,4.93,1.4,7.5,4.75,1.32,7.5,4.75,1.32
Russia,Premier League,2025/2026,19/10/2025,15:00,Rubin Kazan,Baltika,0,3,A,2.68,2.91,3.16,2.4,2.75,3.14,2.4,2.75,3.14
Russia,Premier League,2025/2026,19/10/2025,17:30,Dynamo Moscow,Akhmat Grozny,2,2,D,1.78,3.89,4.59,1.8,3.4,4,1.8,3.4,4
Russia,Premier League,2025/2026,25/10/2025,12:00,Spartak Moscow,Orenburg,1,0,H,1.36,5.46,7.07,1.25,5.5,8.5,1.25,5.5,8.5
Russia,Premier League,2025/2026,25/10/2025,14:30,FK Rostov,Dynamo Makhachkala,1,1,D,1.85,3.3,4.75,1.7,3.2,5,1.7,3.2,5
Russia,Premier League,2025/2026,25/10/2025,17:00,CSKA Moscow,Krylya Sovetov,1,0,H,1.44,4.44,7.14,1.41,4.25,6.33,1.41,4.25,6.33
Russia,Premier League,2025/2026,26/10/2025,10:00,Akron Togliatti,Lokomotiv Moscow,1,1,D,3.95,4,1.82,3.8,4,1.69,3.8,4,1.69
Russia,Premier League,2025/2026,26/10/2025,12:15,Pari NN,Baltika,0,0,D,4.11,3.25,2,4,3.14,1.87,4,3.14,1.87
Russia,Premier League,2025/2026,26/10/2025,14:30,Zenit,Dynamo Moscow,2,1,H,1.6,4.22,5.2,1.6,3.8,4.75,1.6,3.8,4.75
Russia,Premier League,2025/2026,26/10/2025,16:45,Krasnodar,Rubin Kazan,1,0,H,1.53,4.2,6.04,1.32,4.75,7.5,1.32,4.75,7.5
Russia,Premier League,2025/2026,27/10/2025,16:30,Akhmat Grozny,Sochi,2,4,A,1.59,3.96,5.74,1.48,4,5.75,1.48,4,5.75
Russia,Premier League,2025/2026,31/10/2025,16:00,CSKA Moscow,Pari NN,2,0,H,,,,1.33,4.5,8,1.33,4.5,8
Russia,Premier League,2025/2026,01/11/2025,14:45,Dynamo Makhachkala,Krylya Sovetov,2,0,H,,,,1.93,3,4,1.93,3,4
Russia,Premier League,2025/2026,01/11/2025,14:45,Rubin Kazan,Dynamo Moscow,0,0,D,,,,3.6,3.25,1.94,3.6,3.25,1.94
Russia,Premier League,2025/2026,01/11/2025,17:15,FK Rostov,Akron Togliatti,0,1,A,,,,1.63,3.6,4.75,1.63,3.6,4.75
Russia,Premier League,2025/2026,01/11/2025,17:15,Zenit,Lokomotiv Moscow,2,0,H,,,,1.5,4,5.5,1.5,4,5.5
Russia,Premier League,2025/2026,02/11/2025,09:00,Orenburg,Sochi,3,1,H,,,,2.12,3.14,3.2,2.12,3.14,3.2
Russia,Premier League,2025/2026,02/11/2025,14:00,Baltika,Akhmat Grozny,2,0,H,,,,2.6,2.75,2.83,2.6,2.75,2.83
Russia,Premier League,2025/2026,02/11/2025,16:30,Krasnodar,Spartak Moscow,2,1,H,,,,1.96,3.2,3.6,1.96,3.2,3.6
Russia,Premier League,2025/2026,08/11/2025,11:00,Dynamo Moscow,Akron Togliatti,1,2,A,,,,1.32,5,7,1.32,5,7
Russia,Premier League,2025/2026,08/11/2025,13:30,Dynamo Makhachkala,CSKA Moscow,0,1,A,,,,3,3,2.3,3,3,2.3
Russia,Premier League,2025/2026,08/11/2025,13:30,Pari NN,Rubin Kazan,0,0,D,,,,3.1,3.1,2.2,3.1,3.1,2.2
Russia,Premier League,2025/2026,08/11/2025,16:00,Sochi,FK Rostov,0,1,A,,,,3.5,3,2.08,3.5,3,2.08
Russia,Premier League,2025/2026,09/11/2025,10:00,Krylya Sovetov,Zenit,1,1,D,,,,7,4.5,1.36,7,4.5,1.36
Russia,Premier League,2025/2026,09/11/2025,12:15,Lokomotiv Moscow,Orenburg,1,0,H,,,,1.5,4.25,5,1.5,4.25,5
Russia,Premier League,2025/2026,09/11/2025,14:30,Akhmat Grozny,Spartak Moscow,1,2,A,,,,3.33,3.2,2.05,3.33,3.2,2.05
Russia,Premier League,2025/2026,09/11/2025,16:45,Baltika,Krasnodar,1,1,D,,,,3.2,2.85,2.28,3.2,2.85,2.28
Russia,Premier League,2025/2026,21/11/2025,15:30,Akron Togliatti,Sochi,3,2,H,,,,1.94,3.2,3.66,1.94,3.2,3.66
Russia,Premier League,2025/2026,22/11/2025,11:00,Orenburg,Baltika,0,0,D,,,,3.5,3,2.08,3.5,3,2.08
Russia,Premier League,2025/2026,22/11/2025,13:45,Spartak Moscow,CSKA Moscow,1,0,H,,,,2.1,3.2,3.2,2.1,3.2,3.2
Russia,Premier League,2025/2026,22/11/2025,16:30,Rubin Kazan,Akhmat Grozny,1,0,H,,,,2.54,3,2.66,2.54,3,2.66
Russia,Premier League,2025/2026,23/11/2025,10:00,Krylya Sovetov,FK Rostov,2,0,H,,,,2.9,3.14,2.28,2.9,3.14,2.28
Russia,Premier League,2025/2026,23/11/2025,12:15,Pari NN,Zenit,0,2,A,,,,8,4.5,1.33,8,4.5,1.33
Russia,Premier League,2025/2026,23/11/2025,14:30,Dynamo Moscow,Dynamo Makhachkala,3,0,H,,,,1.57,3.8,5,1.57,3.8,5
Russia,Premier League,2025/2026,23/11/2025,16:45,Lokomotiv Moscow,Krasnodar,1,1,D,,,,2.9,3.2,2.25,2.9,3.2,2.25
Russia,Premier League,2025/2026,29/11/2025,11:00,Akron Togliatti,Pari NN,1,2,A,,,,1.81,3.4,3.75,1.81,3.4,3.75
Russia,Premier League,2025/2026,29/11/2025,13:30,CSKA Moscow,Orenburg,2,0,H,,,,1.37,4.5,6.66,1.37,4.5,6.66
Russia,Premier League,2025/2026,29/11/2025,16:30,Baltika,Spartak Moscow,1,0,H,,,,3.33,2.9,2.2,3.33,2.9,2.2
Russia,Premier League,2025/2026,30/11/2025,11:00,Krasnodar,Krylya Sovetov,5,0,H,,,,1.26,5,9,1.26,5,9
Russia,Premier League,2025/2026,30/11/2025,13:30,Akhmat Grozny,Dynamo Moscow,2,1,H,,,,2.71,3.25,2.36,2.71,3.25,2.36
Russia,Premier League,2025/2026,30/11/2025,13:30,FK Rostov,Lokomotiv Moscow,1,3,A,,,,2.4,3.25,2.66,2.4,3.25,2.66
Russia,Premier League,2025/2026,30/11/2025,16:00,Zenit,Rubin Kazan,1,0,H,,,,1.26,4.75,10,1.26,4.75,10
Russia,Premier League,2025/2026,01/12/2025,16:30,Sochi,Dynamo Makhachkala,0,0,D,,,,3.25,2.66,2.4,3.25,2.66,2.4
Russia,Premier League,2025/2026,05/12/2025,16:00,Akhmat Grozny,Orenburg,1,0,H,,,,2,3.25,3.4,2,3.25,3.4
Russia,Premier League,2025/2026,06/12/2025,11:00,FK Rostov,Rubin Kazan,2,0,H,,,,2.16,2.9,3.4,2.16,2.9,3.4
Russia,Premier League,2025/2026,06/12/2025,13:45,Spartak Moscow,Dynamo Moscow,1,1,D,,,,2.05,3.4,3.14,2.05,3.4,3.14
Russia,Premier League,2025/2026,06/12/2025,16:30,Zenit,Akron Togliatti,2,0,H,,,,1.23,5.33,10,1.23,5.33,10
Russia,Premier League,2025/2026,07/12/2025,11:00,Dynamo Makhachkala,Pari NN,0,1,A,,,,1.81,3.14,4.33,1.81,3.14,4.33
Russia,Premier League,2025/2026,07/12/2025,13:30,Sochi,Lokomotiv Moscow,2,4,A,,,,4.5,3.6,1.66,4.5,3.6,1.66
Russia,Premier League,2025/2026,07/12/2025,16:00,Baltika,Krylya Sovetov,2,0,H,,,,1.46,3.66,7,1.46,3.66,7
Russia,Premier League,2025/2026,07/12/2025,16:00,Krasnodar,CSKA Moscow,3,2,H,,,,1.57,3.8,5,1.57,3.8,5
Russia,Premier League,2025/2026,27/02/2026,16:30,Zenit,Baltika,1,0,H,,,,1.48,3.6,6,1.48,3.6,6
Russia,Premier League,2025/2026,28/02/2026,09:00,Orenburg,Akron Togliatti,2,0,H,,,,2.05,3.33,3,2.05,3.33,3
Russia,Premier League,2025/2026,28/02/2026,11:30,Krasnodar,FK Rostov,2,1,H,,,,1.57,3.66,4.75,1.57,3.66,4.75
Russia,Premier League,2025/2026,28/02/2026,14:00,Lokomotiv Moscow,Pari NN,2,1,H,,,,1.42,3.8,6.33,1.42,3.8,6.33
Russia,Premier League,2025/2026,28/02/2026,17:00,Dynamo Makhachkala,Rubin Kazan,2,1,H,,,,2.42,2.6,3.1,2.42,2.6,3.1
Russia,Premier League,2025/2026,01/03/2026,10:00,Dynamo Moscow,Krylya Sovetov,4,0,H,,,,1.35,4.5,6.33,1.35,4.5,6.33
Russia,Premier League,2025/2026,01/03/2026,16:00,Akhmat Grozny,CSKA Moscow,1,0,H,,,,2.71,3.1,2.33,2.71,3.1,2.33
Russia,Premier League,2025/2026,02/03/2026,12:00,Sochi,Spartak Moscow,2,3,A,,,,5.5,3.8,1.48,5.5,3.8,1.48
Russia,Premier League,2025/2026,07/03/2026,13:45,FK Rostov,Baltika,1,1,D,,,,2.62,2.75,2.66,2.62,2.75,2.66
Russia,Premier League,2025/2026,07/03/2026,16:00,Pari NN,Sochi,2,1,H,,,,2.16,2.9,3.2,2.16,2.9,3.2
Russia,Premier League,2025/2026,08/03/2026,09:00,Orenburg,Zenit,2,1,H,,,,6.5,4.2,1.37,6.5,4.2,1.37
Russia,Premier League,2025/2026,08/03/2026,11:30,Krylya Sovetov,Dynamo Makhachkala,2,0,H,,,,2.62,2.66,2.75,2.62,2.66,2.75
Russia,Premier League,2025/2026,08/03/2026,14:00,Rubin Kazan,Krasnodar,2,1,H,,,,5.33,3.25,1.6,5.33,3.25,1.6
Russia,Premier League,2025/2026,08/03/2026,16:30,CSKA Moscow,Dynamo Moscow,1,4,A,,,,2.1,3.4,2.85,2.1,3.4,2.85
Russia,Premier League,2025/2026,09/03/2026,13:30,Lokomotiv Moscow,Akhmat Grozny,2,2,D,,,,1.6,3.66,4.5,1.6,3.66,4.5
Russia,Premier League,2025/2026,09/03/2026,16:00,Spartak Moscow,Akron Togliatti,4,3,H,,,,1.3,4.75,7,1.3,4.75,7
Russia,Premier League,2025/2026,13/03/2026,16:30,Dynamo Makhachkala,Orenburg,1,0,H,,,,2.08,2.9,3.4,2.08,2.9,3.4
Russia,Premier League,2025/2026,14/03/2026,10:45,Sochi,Krasnodar,1,2,A,,,,8,4.75,1.27,8,4.75,1.27
Russia,Premier League,2025/2026,14/03/2026,13:00,Zenit,Spartak Moscow,2,0,H,,,,1.84,3.33,3.6,1.84,3.33,3.6
Russia,Premier League,2025/2026,14/03/2026,15:15,FK Rostov,Dynamo Moscow,0,1,A,,,,2.75,3.14,2.28,2.75,3.14,2.28
Russia,Premier League,2025/2026,14/03/2026,17:30,Baltika,CSKA Moscow,1,0,H,,,,2.62,3,2.45,2.62,3,2.45
Russia,Premier League,2025/2026,15/03/2026,11:00,Akron Togliatti,Akhmat Grozny,1,1,D,,,,2.71,3.1,2.33,2.71,3.1,2.33
Russia,Premier League,2025/2026,15/03/2026,13:30,Pari NN,Krylya Sovetov,3,0,H,,,,2.12,2.85,3.33,2.12,2.85,3.33
Russia,Premier League,2025/2026,15/03/2026,16:00,Rubin Kazan,Lokomotiv Moscow,3,0,H,,,,3.5,3,2,3.5,3,2
Russia,Premier League,2025/2026,21/03/2026,10:45,Akhmat Grozny,FK Rostov,1,0,H,,,,2.08,3,3.25,2.08,3,3.25
Russia,Premier League,2025/2026,21/03/2026,13:00,CSKA Moscow,Dynamo Makhachkala,3,1,H,,,,1.66,3.25,4.75,1.66,3.25,4.75
Russia,Premier League,2025/2026,21/03/2026,15:15,Krasnodar,Pari NN,5,0,H,,,,1.22,4.75,11,1.22,4.75,11
Russia,Premier League,2025/2026,21/03/2026,17:30,Baltika,Sochi,4,0,H,,,,1.28,4.2,9.5,1.28,4.2,9.5
Russia,Premier League,2025/2026,22/03/2026,10:45,Orenburg,Spartak Moscow,0,2,A,,,,4,3.66,1.68,4,3.66,1.68
Russia,Premier League,2025/2026,22/03/2026,13:00,Dynamo Moscow,Zenit,1,3,A,,,,3.5,3.33,1.87,3.5,3.33,1.87
Russia,Premier League,2025/2026,22/03/2026,13:30,Krylya Sovetov,Rubin Kazan,0,0,D,,,,2.9,2.6,2.57,2.9,2.6,2.57
Russia,Premier League,2025/2026,22/03/2026,16:00,Lokomotiv Moscow,Akron Togliatti,5,1,H,,,,1.35,4.5,6.33,1.35,4.5,6.33
Russia,Premier League,2025/2026,04/04/2026,11:00,Akron Togliatti,CSKA Moscow,1,2,A,,,,3.75,3.6,1.73,3.75,3.6,1.73
Russia,Premier League,2025/2026,04/04/2026,13:15,Zenit,Krylya Sovetov,2,1,H,,,,1.22,4.75,11,1.22,4.75,11
Russia,Premier League,2025/2026,04/04/2026,15:30,Dynamo Moscow,Orenburg,3,3,D,,,,1.46,4,5.33,1.46,4,5.33
Russia,Premier League,2025/2026,04/04/2026,17:45,Akhmat Grozny,Krasnodar,0,1,A,,,,3.5,3.33,1.87,3.5,3.33,1.87
Russia,Premier League,2025/2026,05/04/2026,12:00,Pari NN,FK Rostov,0,1,A,,,,2.9,2.9,2.33,2.9,2.9,2.33
Russia,Premier League,2025/2026,05/04/2026,14:30,Dynamo Makhachkala,Baltika,2,2,D,,,,3.1,2.71,2.33,3.1,2.71,2.33
Russia,Premier League,2025/2026,05/04/2026,17:30,Spartak Moscow,Lokomotiv Moscow,2,1,H,,,,2,3.33,3.14,2,3.33,3.14
Russia,Premier League,2025/2026,06/04/2026,17:30,Sochi,Rubin Kazan,0,1,A,,,,3.75,3,1.92,3.75,3,1.92
Russia,Premier League,2025/2026,11/04/2026,12:00,Krylya Sovetov,Akhmat Grozny,2,2,D,,,,2.45,3.2,2.5,2.45,3.2,2.5
Russia,Premier League,2025/2026,11/04/2026,14:30,Rubin Kazan,Orenburg,0,0,D,,,,2.16,2.9,3.2,2.16,2.9,3.2
Russia,Premier League,2025/2026,11/04/2026,17:30,Baltika,Pari NN,2,2,D,,,,1.55,3.4,5.5,1.55,3.4,5.5
Russia,Premier League,2025/2026,12/04/2026,12:00,CSKA Moscow,Sochi,0,1,A,,,,1.23,5,9.5,1.23,5,9.5
Russia,Premier League,2025/2026,12/04/2026,14:30,FK Rostov,Spartak Moscow,1,1,D,,,,2.66,3.1,2.36,2.66,3.1,2.36
Russia,Premier League,2025/2026,12/04/2026,14:30,Lokomotiv Moscow,Dynamo Makhachkala,1,1,D,,,,1.57,3.5,5,1.57,3.5,5
Russia,Premier League,2025/2026,12/04/2026,17:30,Zenit,Krasnodar,1,1,D,,,,1.95,3.1,3.5,1.95,3.1,3.5
Russia,Premier League,2025/2026,13/04/2026,15:15,Akron Togliatti,Dynamo Moscow,2,3,A,,,,3.5,3.6,1.8,3.5,3.6,1.8
Russia,Premier League,2025/2026,17/04/2026,17:30,FK Rostov,Sochi,0,1,A,,,,1.44,3.8,6,1.44,3.8,6
